,QQQ_intraday_net,SPY_overnight_net,QQQ_overnight_net,SPY_buyhold,QQQ_overnight_gross,QQQ_buyhold
2016-07-18 20:00:00,118276.9282,116322.1213,164903.8177,179092.3172,183614.4308,241819.8381
2016-07-19 20:00:00,118249.9217,116031.4259,164324.1091,178901.9784,182978.127,240938.8524
2016-07-20 20:00:00,118978.2202,116331.5634,165209.8348,179688.1606,183973.5489,243753.7092
2016-07-21 20:00:00,118615.9235,116213.2353,165318.0834,178935.0808,184103.2904,243195.0354
2016-07-22 20:00:00,119018.4354,116298.7957,165426.6707,179787.4679,184233.4218,244204.9458
2016-07-25 20:00:00,119117.2911,116159.1502,165287.3971,179282.6561,184087.5264,244226.4333
2016-07-26 20:00:00,119289.5604,116094.3619,165220.9637,179373.6877,184022.7411,244505.7702
2016-07-27 20:00:00,119106.8706,116313.5151,166606.6048,179175.0733,185575.2662,246203.2793
2016-07-28 20:00:00,119339.648,116173.3944,166845.4653,179415.0657,185850.6004,247062.7776
2016-07-29 20:00:00,119364.759,115980.0364,167156.3612,179704.7118,186206.2025,247599.964
2016-08-01 20:00:00,119907.4277,115974.2374,167264.0539,179522.6486,186335.4787,248910.6989
2016-08-02 20:00:00,119165.4224,115813.4001,167010.2238,178355.7886,186062.0237,247019.8027
2016-08-03 20:00:00,119647.0392,115769.9937,166871.1242,178943.3564,185916.3593,247836.326
2016-08-04 20:00:00,120025.0065,115801.6833,166804.9096,179108.8684,185851.8833,248545.4121
2016-08-05 20:00:00,120555.8452,116202.5341,167647.3941,180523.9965,186799.8613,250930.5198
2016-08-08 20:00:00,120353.7748,116329.8982,167725.1467,180449.5161,186895.8366,250651.1829
2016-08-09 20:00:00,120533.3292,116361.4268,167846.1669,180590.2013,187040.0339,251231.3442
2016-08-10 20:00:00,120146.0962,116392.9348,167938.2641,180101.9408,187152.0148,250586.7205
2016-08-11 20:00:00,120242.7603,116718.7038,168505.8859,180970.879,187793.9356,251661.0933
2016-08-12 20:00:00,120524.7055,116488.6962,168209.7115,180747.4378,187473.2493,251832.993
2016-08-15 20:00:00,120878.1479,116738.8791,168416.5864,181310.1788,187713.1894,252907.3658
2016-08-16 20:00:00,120429.6661,116450.6395,168093.3683,180375.0357,187362.3236,251510.6811
2016-08-17 20:00:00,120608.7944,116455.5025,168128.046,180722.611,187410.3447,251961.9177
2016-08-18 20:00:00,120746.8974,116412.3508,167961.921,181152.9423,187234.5377,252026.3801
2016-08-19 20:00:00,120926.4976,116108.7188,167652.7982,180871.5718,186899.3066,251961.9177
2016-08-22 20:00:00,121188.9703,115938.2276,167401.3576,180830.1938,186628.3456,252155.3048
2016-08-23 20:00:00,120925.7404,116314.4523,168049.1837,181177.7691,187359.9097,252606.5414
2016-08-24 20:00:00,120219.7495,116239.5694,167926.4232,180308.8308,187232.4106,250973.4947
2016-08-25 20:00:00,120327.2507,115977.6761,167486.709,180126.7676,186751.5054,250565.233
2016-08-26 20:00:00,120455.3324,116099.7585,167535.7866,179812.2947,186815.5656,250930.5198
2016-08-29 20:00:00,120583.3666,116174.1034,167570.4486,180689.5086,186863.5573,251274.3191
2016-08-30 20:00:00,120381.099,116120.4076,167289.8075,180391.5869,186559.9479,250457.7957
2016-08-31 20:00:00,120437.1427,115933.4797,167023.1026,179944.7043,186271.8492,250199.9463
2016-09-01 20:00:00,120699.9537,115895.6926,167072.128,179886.7751,186335.8381,250844.57
2016-09-02 20:00:00,120488.1568,116417.7385,167893.8398,180706.0598,187261.6115,251661.0933
2016-09-06 20:00:00,121026.4447,116603.8501,168172.149,181310.1788,187581.3889,253229.6777
2016-09-07 20:00:00,120979.3536,116464.9652,168320.7106,181243.9739,187756.4755,253380.0899
2016-09-08 20:00:00,120623.4451,116241.1125,167812.6995,180830.1938,187199.1928,251897.4553
2016-09-09 20:00:00,118573.3005,115432.0233,166401.456,176535.156,185634.2759,245558.6556
2016-09-12 20:00:00,121374.1492,114923.0088,165461.2412,179084.0416,184594.672,249963.5842
2016-09-13 20:00:00,120885.7297,114094.108,164628.0088,176468.9512,183674.3169,247728.8887
2016-09-14 20:00:00,121330.0871,114115.1558,164791.131,176394.4708,183865.495,248910.6989
2016-09-15 20:00:00,123177.4275,114029.1438,164825.5687,178157.1741,183913.1121,252778.4411
2016-09-16 20:00:00,123223.8008,113656.1053,164668.2641,177475.1228,183746.7865,252657.5421
2016-09-19 20:00:00,122368.8321,114039.2727,165081.213,177508.3936,184216.7672,251558.9374
2016-09-20 20:00:00,122153.8931,114578.6251,165666.6746,177516.7114,184879.3039,252032.8453
2016-09-21 20:00:00,122823.5303,115002.3915,166366.3685,179512.9634,185669.3864,254510.0912
2016-09-22 20:00:00,123075.7692,115620.0906,167329.6354,180644.1729,186753.7019,256534.9705
2016-09-23 20:00:00,122376.6678,115374.7431,167194.8127,179654.3646,186612.5664,254897.834
2016-09-26 20:00:00,122037.721,114850.8323,166239.774,178198.7641,185555.9415,252765.2484
2016-09-27 20:00:00,123322.1425,114732.512,166118.1231,179305.0205,185429.4333,255264.0356
2016-09-28 20:00:00,123367.9453,114854.5102,166320.0933,180195.0162,185664.1541,255694.861
2016-09-29 20:00:00,122674.6643,114716.2267,166031.5413,178564.7437,185351.3249,253842.3119
2016-09-30 20:00:00,123260.3592,115239.5065,166460.0165,179912.2138,185838.9259,255737.9435
2016-10-03 20:00:00,123233.4051,114972.6841,166241.3751,179479.6925,185604.1227,255371.742
2016-10-04 20:00:00,122677.9271,115009.5614,166723.8642,178564.7437,186152.0893,254983.9991
2016-10-05 20:00:00,122744.1269,115373.4616,167208.5022,179354.9268,186702.5095,255888.7324
2016-10-06 20:00:00,122831.1031,115239.2802,166989.0021,179479.6925,186466.7541,255759.4848
2016-10-07 20:00:00,122442.5355,115383.0548,167135.3633,178864.1815,186639.5103,255199.4118
2016-10-10 20:00:00,122580.3667,115967.5077,167987.5837,179795.7658,187600.514,256815.007
2016-10-11 20:00:00,120927.7586,115682.735,167838.2787,177525.0291,187443.1574,253152.9913
2016-10-12 20:00:00,120705.8248,115774.5139,167986.9853,177757.9251,187618.6062,252937.5786
2016-10-13 20:00:00,121093.103,114923.6162,166834.0655,177175.685,186340.3326,252032.8453
2016-10-14 20:00:00,120633.9018,115527.5301,167652.7645,177267.1799,187264.071,252334.4231
2016-10-17 20:00:00,120401.1147,115494.6498,167501.2601,176651.6688,187104.2076,251645.1025
2016-10-18 20:00:00,120038.6071,116500.3642,169485.9235,177757.9251,189330.4946,253885.3944
2016-10-19 20:00:00,120154.9583,116652.6277,169290.5056,178232.035,189121.6624,253863.8531
2016-10-20 20:00:00,120128.5386,116412.7059,169109.6621,177899.3263,188929.0905,253562.2754
2016-10-21 20:00:00,120479.4506,115900.6957,169230.5064,177982.5035,189073.5439,254510.0912
2016-10-24 20:00:00,121142.1377,116436.5433,170310.6203,178739.4157,190289.7597,257568.9514
2016-10-25 20:00:00,120680.4306,116327.7714,170401.8099,178140.5401,190401.1612,256750.3832
2016-10-26 20:00:00,120633.6331,115805.9566,169292.4475,177782.8783,189171.1177,255005.5404
2016-10-27 20:00:00,119562.2022,116249.8666,170013.3218,177308.7684,189986.0971,253842.3119
2016-10-28 20:00:00,119149.2038,116222.2406,169514.2872,176784.7523,189437.9363,252248.258
2016-10-31 20:00:00,118595.8068,116440.6278,170128.2806,176793.07,190133.5666,252011.304
2016-11-01 20:00:00,117496.9214,116626.5453,170410.6167,175512.1416,190458.6091,250115.6724
2016-11-02 20:00:00,116630.3003,116432.7938,170284.6829,174455.7916,190327.3827,248112.3344
2016-11-03 20:00:00,115671.0599,116576.857,169995.2684,173657.2908,190013.4202,245678.171
2016-11-04 20:00:00,115543.2712,116643.6165,169569.4195,173465.9833,189546.9252,244816.5202
2016-11-07 21:00:00,116397.8907,118270.9628,172306.2796,177292.133,192615.7008,250632.6628
2016-11-08 21:00:00,117273.342,118026.4543,172119.9526,178090.6338,192417.0425,252269.7992
2016-11-09 21:00:00,119202.7823,117116.5158,170097.818,180028.6618,190166.0704,253433.0278
2016-11-10 21:00:00,116706.2887,117603.0645,170913.4164,180427.9122,191087.402,249340.1867
2016-11-11 21:00:00,117257.4031,117168.8863,170166.5839,180012.0264,190261.9704,249447.893
2016-11-14 21:00:00,116036.7523,117471.6234,170202.1602,180153.4276,190311.2611,246927.5646
2016-11-15 21:00:00,116754.2965,117688.121,171485.4225,181559.1217,191755.6543,250352.6263
2016-11-16 21:00:00,118000.0826,117272.474,170665.3099,181218.0953,190848.1891,251838.9739
2016-11-17 21:00:00,118913.1391,117358.116,170569.1886,182149.6796,190750.2429,253669.9817
2016-11-18 21:00:00,118322.2094,117379.0434,170763.4428,181742.1115,190977.018,252722.1659
2016-11-21 21:00:00,119251.9251,117743.8451,171177.01,183114.5347,191449.0887,255350.2007
2016-11-22 21:00:00,119135.7389,117919.8017,171847.152,183472.1966,192208.1664,256125.6864
2016-11-23 21:00:00,119039.3069,117603.8437,171274.8894,183572.0092,191577.7107,255091.7055
2016-11-25 18:00:00,119274.3252,117821.7678,171468.8124,184254.0619,191804.2001,255910.2737
2016-11-28 21:00:00,119147.73,117640.3567,171243.738,183389.0194,191562.0231,255328.6594
2016-11-29 21:00:00,119443.0565,117687.8312,171394.096,183746.6812,191739.7994,256211.8514
2016-11-30 21:00:00,117842.3706,118076.1752,171601.6782,183305.8422,191981.6101,253109.9087
2016-12-01 21:00:00,115840.0004,118257.796,171534.6806,182632.1072,191916.2547,248737.0312
2016-12-02 21:00:00,115994.6239,118321.8995,171630.0912,182723.6021,192032.5978,249232.4803
2016-12-05 21:00:00,116288.0364,118849.2076,172511.5534,183821.5407,193028.4453,251171.1945
2016-12-06 21:00:00,116232.4965,118972.3321,172991.1681,184403.7808,193574.7522,251774.3501
2016-12-07 21:00:00,117960.9032,118859.0562,172597.699,186815.9187,193144.1444,254962.4579
2016-12-08 21:00:00,118114.3983,118842.5292,172661.9813,187273.3931,193225.7363,255414.8245
2016-12-09 21:00:00,118594.8052,118989.6598,173294.0775,188404.6026,193942.7753,257418.1625
2016-12-12 21:00:00,118578.907,118936.4318,172516.8282,188188.342,193082.6107,256254.934
2016-12-13 21:00:00,119705.8975,119330.0062,173030.2775,189444.3172,193666.9226,259486.1243
2016-12-14 21:00:00,119302.9106,119140.6647,173237.0879,187880.5865,193908.0818,258947.5926
2016-12-15 21:00:00,119326.6795,119266.5704,173459.0053,188654.1341,194166.1743,259356.8767
2016-12-16 21:00:00,118586.9444,119530.3564,173876.5136,188285.9757,194643.2321,258395.3381
2016-12-19 21:00:00,118947.5133,119630.6102,174042.2778,188695.9478,194838.5263,259453.9812
2016-12-20 21:00:00,119020.5549,119958.8072,174584.2965,189423.8575,195455.0526,260447.8095
2016-12-21 21:00:00,118876.4373,119883.9283,174647.9789,188896.7505,195536.1206,260253.3648
2016-12-22 21:00:00,118525.1233,119792.9741,174653.7449,188570.4462,195552.3531,259518.7961
2016-12-23 21:00:00,118795.9401,119808.245,174354.2134,188846.5498,195226.7581,259691.6358
2016-12-27 21:00:00,119145.0272,119956.1884,174722.6346,189315.0894,195649.0456,261031.1434
2016-12-28 21:00:00,117958.2471,120119.8374,175089.8949,187750.5019,196070.0748,259000.2771
2016-12-29 21:00:00,117814.559,120151.3019,175037.3241,187708.668,196021.0083,258632.9927
2016-12-30 21:00:00,116374.5407,120338.0934,175364.8732,187022.5922,196397.6253,255975.5825
2017-01-03 21:00:00,116632.1674,121161.1404,176525.4014,188453.3113,197707.1639,258265.7084
2017-01-04 21:00:00,117133.1355,121370.2505,176708.5469,189574.4595,197922.1708,259670.0309
2017-01-05 21:00:00,117878.2573,121203.4834,176567.3896,189423.8575,197773.9639,261139.1682
2017-01-06 21:00:00,118778.3699,121267.0189,176748.4658,190101.5666,197986.6768,263429.2941
2017-01-09 21:00:00,119064.4371,121095.5016,176884.5873,189474.0582,198149.0541,264293.4926
2017-01-10 21:00:00,119272.5235,121094.7942,176948.0412,189474.0582,198230.0437,264876.8265
2017-01-11 21:00:00,119538.8494,121045.9611,177011.3586,190009.532,198310.8879,265589.7903
2017-01-12 21:00:00,119776.8492,120720.1044,176368.9361,189532.6256,197601.0792,265179.296
2017-01-13 21:00:00,120121.9977,120831.3086,176446.3335,189967.6981,197697.6741,266086.7044
2017-01-17 21:00:00,120067.0979,120426.1326,175979.0602,189298.3559,197184.0069,265287.3208
2017-01-18 21:00:00,120129.4421,120563.8242,176228.232,189716.6948,197473.0624,265827.4449
2017-01-19 21:00:00,119889.4552,120600.3323,176477.2317,189013.8854,197761.9534,265697.8151
2017-01-20 21:00:00,119621.3967,121032.0531,177243.3119,189708.328,198630.3178,266281.149
2017-01-23 21:00:00,119790.2297,120828.4983,177119.4034,189214.6881,198501.3894,266497.1987
2017-01-24 21:00:00,120356.1007,120956.0281,177455.1656,190427.8709,198887.6102,268290.4104
2017-01-25 21:00:00,120802.7667,121534.5657,178560.9251,192076.1262,200136.864,270991.0306
2017-01-26 21:00:00,120758.2543,121449.0788,178794.0074,191875.3235,200408.117,271271.8951
2017-01-27 21:00:00,120723.4256,121501.2604,179169.5403,191574.1195,200839.0679,271790.4142
2017-01-30 21:00:00,120178.1877,121075.9776,178562.4005,190386.037,200168.54,269673.128
2017-01-31 21:00:00,120355.7602,120782.5978,177924.0264,190369.3035,199462.9306,269133.0039
2017-02-01 21:00:00,120330.5545,121174.6906,179172.0391,190444.6045,200871.9969,270991.0306
2017-02-02 21:00:00,120430.2513,120966.3369,178848.8187,190570.1061,200519.6741,270753.376
2017-02-03 21:00:00,120645.0266,121533.8656,179025.4041,191883.6903,200727.6821,271531.1547
2017-02-06 21:00:00,120985.1504,121289.321,178717.3175,191540.6524,200392.2841,271855.2291
2017-02-07 21:00:00,121171.004,121511.0746,179077.6616,191549.0192,200806.3507,272849.0573
2017-02-08 21:00:00,121530.0341,121319.2348,178827.6498,191800.0225,200536.0436,273302.7615
2017-02-09 21:00:00,121840.667,121487.8126,179002.4839,192937.9044,200742.1281,274296.5897
2017-02-10 21:00:00,121968.6342,121692.4717,179388.3093,193699.2812,201184.8486,275203.9981
2017-02-13 21:00:00,122277.5522,121991.2621,179928.5739,194753.4952,201800.8173,276759.5553
2017-02-14 21:00:00,122634.0249,121869.8639,179989.8072,195531.6056,201879.5842,277688.5686
2017-02-15 21:00:00,123439.47,121722.9708,179854.7743,196552.3525,201738.2229,279330.5457
2017-02-16 21:00:00,123318.799,121722.0661,179957.0692,196385.017,201863.0513,279244.1259
2017-02-17 21:00:00,124029.2695,121327.0419,179683.531,196694.5878,201566.3087,280454.0037
2017-02-21 21:00:00,124394.9842,121537.7324,180020.5978,197865.9367,201954.5036,281836.7212
2017-02-22 21:00:00,124551.0229,121290.1115,179845.9972,197690.2344,201768.7271,281944.746
2017-02-23 21:00:00,123887.2575,121602.3129,180112.6309,197824.1028,202077.9512,280886.1029
2017-02-24 21:00:00,124685.1529,121071.6415,179286.2539,198075.1062,201160.8988,281426.227
2017-02-27 21:00:00,125062.5062,120999.1044,178946.9602,198384.6769,200790.2661,281771.9064
2017-02-28 21:00:00,124701.3706,120788.9313,178896.8504,197849.2031,200744.0791,280907.7079
2017-03-01 21:00:00,125257.4115,121768.7363,180029.9175,200618.6067,202025.5556,283975.6124
2017-03-02 21:00:00,124650.6451,121656.0025,179979.8258,199355.2232,201979.4451,282549.685
2017-03-03 21:00:00,124959.1628,121609.0732,179846.9685,199480.7249,201840.4472,283068.204
2017-03-06 21:00:00,125086.8783,121123.5341,179247.7289,198886.6836,201178.0186,282441.6602
2017-03-07 21:00:00,125118.9736,120954.4241,178882.2729,198292.6424,200777.9093,281966.351
2017-03-08 21:00:00,125256.4334,121106.5868,178982.98,197924.5041,200900.9822,282463.2651
2017-03-09 21:00:00,125374.7466,121177.3238,178932.9609,198175.5075,200854.8828,282679.3147
2017-03-10 21:00:00,125320.7851,121728.9078,179744.5567,198869.9501,201775.9538,283867.5876
2017-03-13 20:00:00,125572.1452,121671.608,179667.1683,198970.3514,201699.1687,284342.8968
2017-03-14 20:00:00,125546.7405,121363.6606,179248.6405,198208.9746,201239.4031,283651.538
2017-03-15 20:00:00,126055.7812,121695.7098,179608.3058,199924.1641,201653.2551,285401.5399
2017-03-16 20:00:00,125725.6479,121776.2049,179939.2351,199530.9256,202034.8851,285207.0952
2017-03-17 20:00:00,125519.1919,121929.1162,180154.4445,199186.4013,202286.6229,285107.8182
2017-03-20 20:00:00,125665.4649,121912.7316,180090.716,198967.9122,202225.1796,285367.6172
2017-03-21 20:00:00,123284.7303,122277.3636,180764.8566,196413.2708,202992.2882,281037.6329
2017-03-22 20:00:00,124076.0953,122271.2497,180811.5197,196875.4592,203054.8388,282942.826
2017-03-23 20:00:00,123917.7909,122108.5655,180567.2816,196665.3736,202790.7075,282228.3786
2017-03-24 20:00:00,123769.4657,122269.4247,181140.0135,196522.5153,203444.0682,282812.9265
2017-03-27 20:00:00,124851.1507,121275.1593,179841.3583,196320.8331,201995.6797,283267.5748
2017-03-28 20:00:00,125608.2903,121113.3617,179832.3662,197749.4155,201995.6797,284999.5686
2017-03-29 20:00:00,126097.8446,120942.6099,179946.3229,197934.2908,202133.7807,286320.2138
2017-03-30 20:00:00,126349.0769,120916.024,179869.2929,198564.5478,202057.3596,286796.5121
2017-03-31 20:00:00,126438.2759,120715.5219,179602.3153,198102.3594,201767.5513,286601.6628
2017-04-03 20:00:00,126250.6325,120735.0896,179742.5741,197757.8189,201935.2083,286428.4634
2017-04-04 20:00:00,126808.9643,120559.7477,179217.3196,197883.8703,201355.1979,286883.1117
2017-04-05 20:00:00,126105.0312,120953.0598,179465.3302,197295.6305,201643.9119,285714.016
2017-04-06 20:00:00,126041.4489,121039.7439,179633.1433,197850.2566,201842.5457,285865.5654
2017-04-07 20:00:00,126006.501,120900.0259,179569.7438,197648.5744,201781.3998,285714.016
2017-04-10 20:00:00,125923.8909,120976.2258,179737.6545,197766.2223,201980.1691,285822.2656
2017-04-11 20:00:00,125487.9833,120743.9955,179565.2945,197530.9264,201796.5786,284588.22
2017-04-12 20:00:00,124994.7662,120604.4033,179528.9955,196665.3736,201765.8754,283440.7742
2017-04-13 20:00:00,124663.4574,120402.5449,179273.1873,195388.0528,201488.4705,282314.9783
2017-04-17 20:00:00,125334.0695,120712.406,179772.8976,197119.1585,202060.1785,284653.1698
2017-04-18 20:00:00,125557.3524,120263.8046,179162.2959,196530.9187,201383.9808,284220.1714
2017-04-19 20:00:00,125208.2558,120592.0432,179931.2363,196169.5714,202258.3628,284674.8197
2017-04-20 20:00:00,125742.5855,120947.6244,180647.493,197766.2223,203073.6106,287056.3111
2017-04-21 20:00:00,125594.1735,120879.9058,180801.9548,197135.9654,203257.4015,286991.3613
2017-04-24 20:00:00,125709.7117,122203.2883,182797.8851,199304.0492,205511.3874,290455.3488
2017-04-25 20:00:00,126198.4198,122588.7727,183388.2613,200463.722,206185.3962,292555.3912
2017-04-26 20:00:00,125968.0559,122572.3655,183446.9481,200337.6706,206261.6877,292144.0427
2017-04-27 20:00:00,126408.7499,122741.0464,183886.401,200505.7391,206766.1071,293897.6864
2017-04-28 20:00:00,126124.18,122904.6686,184608.6885,200068.761,207588.6021,294417.2845
2017-05-01 20:00:00,126820.4125,123197.9383,185210.3405,200572.9665,208275.5267,297036.925
2017-05-02 20:00:00,126869.4636,123264.0413,185430.5681,200648.5974,208533.594,297534.8732
2017-05-03 20:00:00,126742.8384,123010.08,185003.0219,200404.898,208063.2061,296582.2766
2017-05-04 20:00:00,126801.2746,123174.1464,184966.7621,200640.1939,208032.8297,296690.5262
2017-05-05 20:00:00,126933.3739,123374.3442,185429.9186,201430.116,208564.1453,297773.0223
2017-05-08 20:00:00,127139.1825,123404.2047,185515.0204,201396.5023,208670.2925,298422.52
2017-05-09 20:00:00,127381.486,123542.2103,185788.3778,201211.6269,208988.2028,299461.7162
2017-05-10 20:00:00,127375.1169,123499.9157,185886.5426,201572.9742,209109.0751,299634.9156
2017-05-11 20:00:00,127617.9242,123205.4181,185366.8661,201161.2063,208534.9317,299396.7665
2017-05-12 20:00:00,127842.1503,123029.4116,185438.0231,200825.0693,208625.4089,300067.914
2017-05-15 20:00:00,128186.1117,123285.8135,185509.0274,201934.3215,208715.723,301020.5106
2017-05-16 20:00:00,128382.0048,123454.0861,185980.0687,201749.4461,209256.1262,302276.206
2017-05-17 20:00:00,126114.001,122424.6143,184492.2002,198169.5868,207592.5085,294590.4838
2017-05-18 20:00:00,127257.3892,122356.1958,184415.1825,198967.9122,207516.227,297166.8245
2017-05-19 20:00:00,127334.1709,122654.9737,185064.2995,200262.0398,208257.0324,298422.52
2017-05-22 20:00:00,128111.2573,122937.0654,185471.253,201278.8543,208725.3992,300933.9109
2017-05-23 20:00:00,127856.7344,123167.0202,186009.0529,201724.2359,209341.064,301237.0098
2017-05-24 20:00:00,128051.8927,123304.5267,186561.2287,202194.8277,209972.9689,302622.6048
2017-05-25 20:00:00,128647.8296,123610.966,187259.2797,203161.2217,210769.1177,305198.9455
2017-05-26 20:00:00,128842.1243,123517.8651,187289.7676,203119.2046,210813.9717,305740.1935
2017-05-30 20:00:00,129009.1147,123312.3926,187187.5673,202942.7326,210709.4754,305999.9926
2017-05-31 20:00:00,128502.4174,123479.8345,187840.3968,202892.3121,211454.8747,305891.7429
2017-06-01 20:00:00,128731.9764,123744.7188,188216.5502,204505.7698,211888.8892,307082.4886
2017-06-02 20:00:00,129738.4653,123784.2952,188870.6213,205186.4473,212635.8184,310589.7759
2017-06-05 20:00:00,129713.89,123702.062,188848.0124,205035.1856,212620.9965,310524.8262
2017-06-06 20:00:00,129345.2268,123366.3292,188614.7384,204379.7184,212368.9881,309290.7806
2017-06-07 20:00:00,129483.2188,123563.0577,189133.4184,204757.8726,212963.6093,310503.1763
2017-06-08 20:00:00,129323.606,123627.8753,189545.9579,204858.7137,213438.7757,310827.9251
2017-06-09 20:00:00,125934.2488,123768.7613,189760.9204,204547.7869,213691.5067,303055.6032
2017-06-12 20:00:00,126318.0942,123599.8597,188151.7903,204505.7698,211890.1352,301431.8591
2017-06-13 20:00:00,126627.551,123908.5709,189196.4544,205505.7775,213077.1948,303878.3002
2017-06-14 20:00:00,125560.9733,124059.4463,189955.3187,205245.2713,213942.4983,302557.655
2017-06-15 20:00:00,126271.7198,123265.9351,188029.2771,204850.3103,211783.9371,301215.3599
2017-06-16 20:00:00,125782.8275,123381.7149,187922.865,204892.5204,211674.6706,299909.3774
2017-06-19 20:00:00,126651.22,123868.7879,189736.2458,206598.2692,213727.8307,304924.1488
2017-06-20 20:00:00,125778.4025,123644.89,189537.6441,205204.9596,213514.8028,302536.1624
2017-06-21 20:00:00,126726.6175,123867.6704,189963.3857,205154.2938,214005.0779,305531.9998
2017-06-22 20:00:00,126486.5345,123866.5755,190250.8319,205061.4064,214339.6034,305445.164
2017-06-23 20:00:00,127110.2129,123880.7851,190024.9716,205306.2912,214095.8625,306617.4482
2017-06-26 20:00:00,125788.4613,124282.211,191105.2482,205441.4,215323.685,305184.6564
2017-06-27 20:00:00,123967.872,124132.9617,190375.2079,203786.317,214511.8942,299648.8698
2017-06-28 20:00:00,125286.002,124733.7119,191069.0968,205610.286,215304.4832,303968.9542
2017-06-29 20:00:00,123617.5238,124794.0709,190268.0844,203803.2056,214412.6349,298693.6753
2017-06-30 20:00:00,123306.7339,125279.0447,190797.8875,204183.1991,215020.3893,298802.2201
2017-07-03 17:00:00,121445.6614,125842.7019,191661.6596,204529.4155,216004.5716,295654.4199
2017-07-05 20:00:00,122248.5157,126044.2339,192257.2202,205002.2963,216686.5744,298563.4215
2017-07-06 20:00:00,122072.2156,125565.467,190779.7816,203127.6615,215032.2379,295871.5096
2017-07-07 20:00:00,122967.7057,125888.0445,191414.1541,204444.9725,215758.0052,299062.7277
2017-07-10 20:00:00,123684.1096,125814.155,191529.6362,204664.5243,215898.9621,301016.5347
2017-07-11 20:00:00,124204.963,125678.0894,191243.8017,204512.5269,215587.5544,301863.1844
2017-07-12 20:00:00,124606.1564,126252.9998,192870.9179,206049.3897,217432.5683,305445.164
2017-07-13 20:00:00,124723.7627,126251.8613,193094.3096,206395.606,217695.28,306118.1419
2017-07-14 20:00:00,125140.1995,126235.218,193947.3555,207358.2563,218667.8921,308527.8373
2017-07-17 20:00:00,125063.5748,126167.2177,194142.3591,207332.9234,218898.6843,308679.8
2017-07-18 20:00:00,125981.5017,125919.3967,193996.1147,207442.6993,218744.7363,310742.1519
2017-07-19 20:00:00,126343.7749,126092.5023,194555.6364,208565.7914,219386.5749,312565.7051
2017-07-20 20:00:00,126179.9109,126218.932,195045.878,208658.6787,219950.3549,312978.1755
2017-07-21 20:00:00,126586.4713,125870.3844,194319.095,208472.9041,219141.7699,312847.9217
2017-07-24 20:00:00,127177.538,125828.4018,194282.4109,208422.2383,219111.3568,314280.7135
2017-07-25 20:00:00,127268.1334,126270.7328,193628.5332,208928.8963,218384.8703,313477.4817
2017-07-26 20:00:00,127358.4783,126448.1452,194101.5822,208937.3406,218929.3201,314497.8031
2017-07-27 20:00:00,125727.5955,126712.6772,195364.7183,208743.1217,220364.9718,312522.2872
2017-07-28 20:00:00,126371.4727,126450.0457,194187.8644,208498.237,219048.5375,312261.7796
2017-07-31 20:00:00,125471.5743,126684.4244,194731.666,208380.0168,219672.9111,310937.5326
2017-08-01 20:00:00,125325.6162,127027.182,195388.1202,208844.4533,220424.4278,311653.9285
2017-08-02 20:00:00,124850.9726,127097.8729,196644.1,208945.7849,221852.3653,312500.5782
2017-08-03 20:00:00,124238.1947,127024.7433,196825.516,208540.4585,222068.13,311284.876
2017-08-04 20:00:00,124180.1124,127306.4301,197254.9255,208920.452,222563.7141,311849.3092
2017-08-07 20:00:00,124734.7892,127346.3748,197602.0852,209308.8899,222966.5444,313824.8252
2017-08-08 20:00:00,124754.4885,127144.7777,197209.4672,208793.7875,222534.6778,313282.101
2017-08-09 20:00:00,125619.9283,126727.0485,195573.3905,208785.3432,220699.6264,312869.6306
2017-08-10 20:00:00,123623.7154,126233.7932,194450.8573,205838.2821,219443.9111,306161.5599
2017-08-11 20:00:00,124387.8845,126351.7682,194703.105,206142.277,219739.5527,308484.4193
2017-08-14 20:00:00,124989.5791,127085.5908,196241.6775,208185.7978,221486.9538,312457.1603
2017-08-15 20:00:00,124758.1076,127316.3558,196722.7082,208160.4649,222040.9405,312674.2499
2017-08-16 20:00:00,124656.8257,127609.5457,197204.5764,208523.5699,222595.9272,313216.9741
2017-08-17 20:00:00,122577.6051,127251.7661,196429.2978,205272.514,221731.9563,306812.8289
2017-08-18 20:00:00,122415.4478,127172.1169,196530.6653,204951.6305,221857.468,306595.7392
2017-08-21 20:00:00,122261.9639,127129.0806,196506.9232,205112.0723,221841.759,306204.9778
2017-08-22 20:00:00,123454.2439,127489.0903,197555.9086,207256.9247,223037.078,310872.4057
2017-08-23 20:00:00,123630.0293,126911.342,196552.7329,206513.8262,221915.6625,309765.2484
2017-08-24 20:00:00,122984.1288,127133.3289,196983.6992,206032.5011,222413.3358,308853.4718
2017-08-25 20:00:00,122246.0337,127595.9259,197735.367,206513.8262,223273.1611,308202.2028
2017-08-28 20:00:00,122248.5061,127907.8055,198324.3829,206522.2705,223949.4128,309157.3973
2017-08-29 20:00:00,123783.5959,127148.3037,196615.4586,206758.711,222030.8798,310373.0994
2017-08-30 20:00:00,125126.9238,127147.1392,196770.6544,207738.2499,222217.2385,314020.2059
2017-08-31 20:00:00,126104.0171,127523.2414,197318.5481,208988.0064,222847.0973,317385.0957
2017-09-01 20:00:00,125761.7561,127769.3457,197565.1153,209283.557,223136.707,316950.9164
2017-09-05 20:00:00,124995.2129,127469.1042,196973.3672,207780.4714,222479.5236,314107.0417
