,QQQ_intraday_net,SPY_overnight_net,QQQ_overnight_net,SPY_buyhold,QQQ_overnight_gross,QQQ_buyhold
2011-01-14 21:00:00,100941.572,91339.8884,105504.3599,95541.5701,109623.3513,114976.2405
2011-01-18 21:00:00,102007.1444,91285.8644,104684.8079,95726.3271,108777.2844,115298.9242
2011-01-19 21:00:00,100665.9393,91210.8255,104844.374,94795.1515,108948.5273,113967.8539
2011-01-20 21:00:00,100410.4487,90964.4962,104393.854,94699.0779,108485.819,113201.4801
2011-01-21 21:00:00,99141.1718,91463.9653,104872.1975,94861.6641,108988.3366,112293.9322
2011-01-24 21:00:00,100309.0624,91423.7642,105074.1367,95452.8867,109203.6512,113846.8475
2011-01-25 21:00:00,100911.223,91143.138,104547.7004,95452.8867,108661.9856,113967.8539
2011-01-26 21:00:00,101298.3426,91336.1659,104727.4804,95844.5716,108854.2737,114613.2213
2011-01-27 21:00:00,101595.3426,91303.4284,105053.9517,96095.8412,109199.0523,115319.092
2011-01-28 21:00:00,99031.2757,91397.1674,105030.3265,94388.686,109179.9549,112394.7708
2011-01-31 21:00:00,99398.9557,91628.7474,105175.8453,95090.7628,109336.6819,112979.635
2011-02-01 21:00:00,100503.8997,92172.5,105921.5743,96598.3804,110117.3794,115056.9115
2011-02-02 21:00:00,100551.8363,91991.5993,105693.4809,96428.4039,109885.7565,114875.4019
2011-02-03 21:00:00,100865.1786,91838.9446,105484.0831,96635.3318,109673.5473,115016.576
2011-02-04 21:00:00,101461.26,91897.5639,105515.8014,96938.3334,109712.009,115742.6143
2011-02-07 21:00:00,101756.2115,92082.1308,105694.3831,97551.7269,109903.1782,116287.1431
2011-02-08 21:00:00,102456.9064,92168.2136,105707.429,97987.7535,109922.2388,117114.0201
2011-02-09 21:00:00,102434.1002,91892.5018,105465.4987,97788.2159,109676.1584,116831.6719
2011-02-10 21:00:00,103301.1368,91394.8322,104768.4097,97795.6062,108956.7221,117053.5169
2011-02-11 21:00:00,104367.3751,91024.2135,104420.2009,98401.6093,108600.0409,117880.3939
2011-02-14 21:00:00,104612.1812,90964.9726,104397.115,98608.5372,108581.4609,118142.5745
2011-02-15 21:00:00,104732.2347,90701.362,104160.2184,98320.3162,108340.4983,118021.5681
2011-02-16 21:00:00,105155.5699,90989.9837,104386.3984,98896.7582,108581.1727,118767.7742
2011-02-17 21:00:00,105652.8477,90720.2564,103849.4094,99192.3695,108028.0338,118727.4387
2011-02-18 21:00:00,105432.1668,90783.3111,103826.5765,99451.0294,108009.6835,118465.2582
2011-02-22 21:00:00,103752.502,89793.83,102389.6601,97403.9212,106520.2752,114976.2405
2011-02-23 21:00:00,102892.2613,89734.8373,102420.4605,96820.0889,106557.6442,114068.6926
2011-02-24 21:00:00,103177.5677,89627.6086,102632.6389,96753.5764,106783.7212,114633.3891
2011-02-25 21:00:00,104020.4931,89999.6562,103241.4253,97788.2159,107422.4697,116266.9754
2011-02-28 21:00:00,103817.6028,90348.8429,103648.1544,98401.6093,107851.0416,116508.9882
2011-03-01 21:00:00,101718.8822,90703.9566,104091.51,96731.4055,108317.7676,114653.5568
2011-03-02 21:00:00,102304.6646,90630.1236,104013.066,96930.9431,108241.5546,115238.421
2011-03-03 21:00:00,103363.9294,91475.5086,104972.6348,98638.0984,109245.5452,117517.3748
2011-03-04 21:00:00,102844.1597,91402.3984,104931.3564,97899.0701,109208.0488,116892.1751
2011-03-07 21:00:00,101036.9037,91625.5236,105378.7123,97086.1391,109679.0981,115339.2597
2011-03-08 21:00:00,101562.5079,91830.1808,105244.4608,97965.5827,109544.8519,115803.1175
2011-03-09 21:00:00,101220.1307,91673.1855,104854.292,97839.9479,109144.2177,114996.4083
2011-03-10 21:00:00,100784.2694,90733.7971,103690.5399,96021.9384,107938.31,113241.8156
2011-03-11 21:00:00,101988.9303,90421.996,103075.9542,96694.4541,107303.9441,113927.5185
2011-03-14 20:00:00,102183.5244,89857.6933,102505.1508,96110.6218,106715.0926,113524.1638
2011-03-15 20:00:00,103844.0441,87538.5271,99422.5037,95009.4697,103511.1753,111910.7452
2011-03-16 20:00:00,102215.9938,87275.4022,98593.3417,93272.7534,102653.0902,109248.6046
2011-03-17 20:00:00,101560.5359,88515.7553,100117.2732,94484.7597,104244.9048,110236.8235
2011-03-18 20:00:00,100139.2751,89584.2582,101280.6698,94828.4228,105461.4782,109968.2185
2011-03-21 20:00:00,100514.6814,90736.7454,102819.4617,96298.0555,107069.0636,112068.6216
2011-03-22 20:00:00,100238.3854,90746.196,102981.0851,95971.4705,107242.7204,111947.4445
2011-03-23 20:00:00,101177.6481,90503.0377,102548.6286,96223.8316,106797.7299,112533.1338
2011-03-24 20:00:00,102254.1248,91070.9631,103298.0765,97159.0525,107583.571,114572.9483
2011-03-25 20:00:00,102177.1034,91289.0429,103566.0424,97448.5256,107868.0331,114795.1063
2011-03-28 20:00:00,101133.9367,91479.1691,104016.3798,97188.742,108342.4703,114128.6323
2011-03-29 20:00:00,102348.2254,91439.6634,103808.705,97871.6017,108131.5754,115279.8147
2011-03-30 20:00:00,102343.108,91934.3828,104312.7374,98495.0822,108662.0036,115845.3079
2011-03-31 20:00:00,102623.9153,91881.2901,104143.8512,98354.0569,108491.5088,115986.6811
2011-04-01 20:00:00,102156.5142,92528.4839,104664.5314,98829.0897,109039.3503,116047.2697
2011-04-04 20:00:00,101513.2606,92753.1808,104968.9566,98895.8911,109361.9519,115663.5422
2011-04-05 20:00:00,101383.8685,92546.6637,104762.0915,98895.8911,109151.8975,115300.0109
2011-04-06 20:00:00,100779.9369,92965.7339,105619.3194,99207.6314,110050.5031,115562.5613
2011-04-07 20:00:00,100757.2914,92773.2901,105650.9553,98955.2702,110088.9688,115582.7575
2011-04-08 20:00:00,99805.5172,93158.3383,106088.7311,98613.8404,110550.6385,114976.872
2011-04-11 20:00:00,99102.22,93258.8569,106530.6653,98324.3673,111016.6872,114653.733
2011-04-12 20:00:00,98869.2421,92719.154,106018.6754,97567.2838,110488.6881,113845.8857
2011-04-13 20:00:00,98968.7563,93165.9465,106803.2954,97567.2838,111311.9141,114815.3025
2011-04-14 20:00:00,99454.62,92622.6338,106065.2678,97648.93,110548.2968,114593.1445
2011-04-15 20:00:00,99660.7662,92772.89,105667.4071,98064.5837,110139.1473,114411.3788
2011-04-18 20:00:00,99922.3509,91651.7747,104598.9212,96884.4241,109030.9511,113563.1391
2011-04-19 20:00:00,100271.6893,91801.6653,104909.9249,97441.1032,109360.5841,114310.3979
2011-04-20 20:00:00,100754.1076,92915.9255,106758.2116,98836.512,111292.7499,116895.5094
2011-04-21 20:00:00,100576.6638,93322.9679,107785.7797,99267.0105,112369.5284,117824.5338
2011-04-25 20:00:00,100743.8848,93262.4782,107872.7677,99177.9419,112465.8341,118127.4766
2011-04-26 20:00:00,101065.2687,93557.9413,108144.0182,100046.3612,112754.2573,118814.1468
2011-04-27 20:00:00,101574.7171,93733.7298,108322.4356,100669.8418,112945.9185,119621.9941
2011-04-28 20:00:00,101793.2954,93583.9124,107969.5391,100974.1597,112583.6067,119500.817
2011-04-29 20:00:00,101977.9256,93648.0247,107690.4304,101345.279,112298.1996,119420.0323
2011-05-02 20:00:00,101628.132,94027.4267,107757.8959,101130.0298,112374.1666,119096.8934
2011-05-03 20:00:00,101209.2272,93808.7914,107697.6879,100729.2209,112316.9981,118551.5964
2011-05-04 20:00:00,100997.3711,93797.1885,107747.3445,100098.3179,112374.4003,118369.8308
2011-05-05 20:00:00,100975.0004,93256.9519,107190.4436,99185.3643,111799.2029,117743.7491
2011-05-06 20:00:00,100300.9022,94124.632,108214.7007,99608.4404,112873.0889,118087.0842
2011-05-09 20:00:00,100501.3867,94119.9258,108394.3673,99994.4045,113066.1334,118531.4002
2011-05-10 20:00:00,101059.8251,94415.6322,108702.92,100847.9791,113393.6379,119541.2094
2011-05-11 20:00:00,100473.3789,94251.0852,108532.1991,99794.0,113221.2198,118672.7735
2011-05-12 20:00:00,101377.3837,93979.988,108194.3049,100276.4552,112874.3883,119379.6399
2011-05-13 20:00:00,100409.5993,94023.9833,107932.6407,99489.6822,112607.0492,117965.9071
2011-05-16 20:00:00,99126.5757,93668.5511,107428.3259,98858.7792,112086.5236,115926.0926
2011-05-17 20:00:00,99920.1872,93319.2653,106861.4824,98843.9344,111500.7055,116249.2315
2011-05-18 20:00:00,100871.2821,93377.6671,106707.6174,99742.0433,111345.7358,117198.4521
2011-05-19 20:00:00,100883.5644,93657.898,107051.6608,99949.8702,111710.3005,117602.3758
2011-05-20 20:00:00,100201.9151,93409.7853,106899.234,99215.0538,111556.8259,116653.1552
2011-05-23 20:00:00,100108.9777,92231.1158,105450.3052,98005.2046,110050.3452,114976.872
2011-05-24 20:00:00,99261.8357,92491.9377,105685.8291,97938.4032,110301.6459,114270.0056
2011-05-25 20:00:00,99766.3582,92087.7647,105531.1127,98250.1434,110145.6874,114694.1254
2011-05-26 20:00:00,100695.2478,91825.7571,105209.9304,98725.1762,109815.9679,115421.188
2011-05-27 20:00:00,101024.4565,92083.5053,105370.3548,99118.5628,109988.9065,115986.6811
2011-05-31 20:00:00,101699.0592,92933.9524,106355.8575,100120.5851,111023.1048,117864.9262
2011-06-01 20:00:00,99685.1471,92674.3902,106095.4023,97864.1793,110756.7711,115259.6185
2011-06-02 20:00:00,99697.5903,92761.1305,106331.7727,97745.4211,111009.0644,115542.3651
2011-06-03 20:00:00,99304.7457,91678.7756,105099.7655,96787.9331,109728.4145,113765.101
2011-06-06 20:00:00,98734.5453,91456.2437,104889.274,95785.9108,109514.1392,112896.6651
2011-06-07 20:00:00,98289.144,91891.0577,105146.7218,95637.463,109788.4143,112674.5071
2011-06-08 20:00:00,97772.2149,91829.4101,104915.3019,95303.4556,109552.2679,111846.4635
2011-06-09 20:00:00,97873.1977,92089.4361,104966.89,96045.6943,109611.6137,112028.2292
2011-06-10 20:00:00,96787.3218,91679.1826,104507.4853,94679.975,109137.3611,110311.5536
2011-06-13 20:00:00,96711.6667,91911.7744,104597.9277,94761.6213,109237.2672,110331.7498
2011-06-14 20:00:00,97181.0802,92778.2781,105416.002,95986.3152,110097.0883,111745.4826
2011-06-15 20:00:00,96271.9637,92013.1615,104420.0152,94279.1661,109062.3786,109665.2757
2011-06-16 20:00:00,95841.7953,92059.2687,104453.2546,94472.1482,109102.5489,109220.9597
2011-06-17 20:00:00,94762.3066,92969.0703,105301.7096,94746.6512,109994.2245,108878.8733
2011-06-20 20:00:00,95517.2216,92657.0135,105002.7978,95253.8763,109687.4921,109445.6345
2011-06-21 20:00:00,97237.6001,93116.754,105366.5237,96536.8572,110072.9299,111813.8866
2011-06-22 20:00:00,96949.8652,92845.8859,104903.4718,95999.7954,109594.6985,111004.2278
2011-06-23 20:00:00,98911.1839,91679.7683,103750.4862,95693.9686,108395.6318,112016.3013
2011-06-24 20:00:00,97649.1971,91668.038,103257.8551,94590.0082,107886.3643,110073.1201
2011-06-27 20:00:00,99115.1512,91735.7423,103366.6215,95432.8969,108005.4004,111854.3695
2011-06-28 20:00:00,100345.331,92082.4961,103567.2137,96678.5819,108220.3948,113473.6872
2011-06-29 20:00:00,100554.5742,92468.644,103820.6762,97528.9297,108490.6562,113999.9655
2011-06-30 20:00:00,101528.3963,92746.9074,104147.2984,98438.9511,108837.3949,115477.5929
2011-07-01 20:00:00,102999.6438,92728.2143,104196.8574,99923.3302,108894.6275,117218.3594
2011-07-05 20:00:00,103385.3843,92612.8246,104299.6049,99736.8504,109007.4522,117785.1206
2011-07-06 20:00:00,103842.6303,92448.8869,104186.8461,99908.4118,108895.054,118189.95
2011-07-07 20:00:00,104472.8852,93265.6335,104966.7406,101042.2089,109715.6367,119809.2677
2011-07-08 20:00:00,105108.5995,92145.5832,104057.0652,100251.5346,108770.2917,119505.6456
2011-07-11 20:00:00,104293.5705,90996.0122,102941.4973,98431.4919,107609.6331,117319.5668
2011-07-12 20:00:00,103496.4806,90805.2778,102918.5895,98036.1547,107591.0669,116408.7006
2011-07-13 20:00:00,103169.7772,91270.551,103682.9618,98349.4408,108395.521,116914.7373
2011-07-14 20:00:00,101703.7446,91487.5012,103947.0374,97670.6543,108677.0191,115558.5588
2011-07-15 20:00:00,101910.0651,91972.0153,105107.1247,98267.3897,109895.3287,117096.9106
2011-07-18 20:00:00,101922.6839,91492.6864,104520.4644,97402.1234,109287.4375,116469.425
2011-07-19 20:00:00,103268.6028,92027.6229,105514.3043,99043.1456,110332.0689,119141.2992
2011-07-20 20:00:00,102251.3443,92230.9466,106082.6707,98946.1761,110931.9034,118615.0209
2011-07-21 20:00:00,102838.8921,92740.8537,106185.9837,100341.0449,111045.4856,119424.6798
2011-07-22 20:00:00,103950.0475,92722.4283,106108.6839,100408.1776,110970.2005,120639.168
2011-07-25 20:00:00,104595.3069,91836.099,105266.6153,99826.3607,110095.0999,120436.7533
2011-07-26 20:00:00,104871.6257,91776.6101,105155.2008,99475.7787,109984.0797,120639.168
2011-07-27 20:00:00,102830.5555,91235.2354,104514.7774,97417.0418,109319.7463,117582.7059
2011-07-28 20:00:00,102949.2636,91244.6454,104563.5273,97088.8374,109376.2034,117785.1206
2011-07-29 20:00:00,103390.0156,90356.7991,103713.7406,96260.8671,108492.773,117339.8082
2011-08-01 20:00:00,101711.5835,91682.6022,105014.5931,96007.2546,109858.9921,116894.4959
2011-08-02 20:00:00,99600.045,91008.438,104481.9963,93605.3949,109307.3193,113898.7581
2011-08-03 20:00:00,100425.9493,91127.1758,104606.7481,94142.4567,109443.2978,114991.7976
2011-08-04 20:00:00,97139.1514,89830.189,103110.0291,89644.5642,107882.8494,109648.0492
2011-08-05 20:00:00,95554.3631,91111.3351,104151.7726,89495.3804,108978.2079,108959.8392
2011-08-08 20:00:00,92637.9058,88828.6164,100954.0994,83736.8845,105637.8021,102401.6025
2011-08-09 20:00:00,95664.0759,90398.8138,102465.658,87548.5314,107224.7705,107340.5215
2011-08-10 20:00:00,93868.9367,88707.5476,100141.87,83804.0172,104798.4132,102948.1222
2011-08-11 20:00:00,96611.7155,89571.6329,101574.2118,87481.3987,106302.5981,107482.2118
2011-08-12 20:00:00,96860.0318,90537.1064,102200.3853,88130.3483,106963.2357,108433.5609
2011-08-15 20:00:00,97881.5918,91367.8351,102614.9894,89920.5543,107402.5098,110032.6371
2011-08-16 20:00:00,98003.982,90446.1777,101609.3814,89182.0943,106355.3551,109101.5295
2011-08-17 20:00:00,97290.8818,91009.0244,101736.2611,89264.1454,106493.4789,108453.8024
2011-08-18 20:00:00,95083.7683,88593.6892,98977.9534,85489.7945,103611.5165,103130.2955
2011-08-19 20:00:00,94343.5387,87275.1571,97943.4006,84050.1705,102533.7127,101268.0801
2011-08-22 20:00:00,92460.422,89160.6708,100287.7355,84087.4665,104993.0462,101632.4266
2011-08-23 20:00:00,95620.122,89504.2185,100961.8255,86869.745,105704.0129,105822.4111
2011-08-24 20:00:00,96642.5282,89284.552,100667.1012,88115.4299,105400.7305,106652.3115
2011-08-25 20:00:00,95114.4659,89786.4846,100604.7512,86757.8571,105340.7187,104911.5449
2011-08-26 20:00:00,97816.2194,89280.2222,100269.742,88048.2972,104995.206,107542.9362
2011-08-29 20:00:00,99543.0731,90395.1646,101264.9725,90539.6672,106042.589,110538.6739
2011-08-30 20:00:00,100562.6157,90003.386,100889.0433,90718.6878,105654.2258,111267.3669
2011-08-31 20:00:00,100121.1494,90635.3182,101489.6634,91046.8922,106288.4971,111449.5401
2011-09-01 20:00:00,98955.3185,90771.8704,101742.6447,90226.3812,106558.7548,110437.4666
2011-09-02 20:00:00,98396.3096,88898.7641,99910.0688,87899.1134,104644.7596,107846.5583
2011-09-06 20:00:00,100773.7754,86321.8074,97579.8389,87265.0821,102209.3335,107887.0412
2011-09-07 20:00:00,101868.765,87689.904,98948.0346,89711.6969,103647.5511,110599.3983
2011-09-08 20:00:00,101938.6302,87189.7256,98436.0328,88779.298,103116.4143,110113.603
2011-09-09 20:00:00,100366.9888,86203.7308,97725.4115,86422.1935,102377.1606,107644.1436
2011-09-12 20:00:00,102862.0799,85180.0946,96636.3208,87018.9288,101241.3478,109101.5295
2011-09-13 20:00:00,103846.3612,85482.5015,96918.3501,87705.1744,101541.8787,110477.9495
2011-09-14 20:00:00,104787.6359,86016.2189,97410.7034,89032.9105,102062.7971,112056.7843
2011-09-15 20:00:00,105213.0819,86869.486,98461.5848,90606.7999,103168.9691,113736.8264
2011-09-16 20:00:00,105937.9476,87199.4078,98656.7945,91157.8858,103378.6701,114758.8888
2011-09-19 20:00:00,107297.3908,85746.2667,97431.509,90205.669,102099.9094,114799.4468
2011-09-20 20:00:00,106273.7379,86112.5892,97925.7566,90100.7003,102622.9437,114292.4717
2011-09-21 20:00:00,103885.9415,86172.7766,98424.7367,87356.5165,103150.9894,112305.1292
2011-09-22 20:00:00,103130.0427,83779.5051,95913.8769,84574.8439,100524.7183,108654.9083
2011-09-23 20:00:00,105104.7967,83299.9714,95103.5335,85129.6789,99680.4457,109810.8116
2011-09-26 20:00:00,105794.8323,84102.8345,95572.9788,87161.5745,100177.4673,111088.3889
2011-09-27 20:00:00,105105.8926,85748.1301,97190.7425,88173.7734,101878.1801,112244.2922
2011-09-28 20:00:00,103096.4595,85911.5473,97607.3062,86344.3176,102319.9283,110581.4138
2011-09-29 20:00:00,100335.1132,87369.449,99088.1046,86989.1258,103877.3378,109263.2785
2011-09-30 20:00:00,99122.1492,86182.7841,97759.033,84852.2614,102489.2219,106505.3338
2011-10-03 20:00:00,97440.3863,85668.2473,96823.4612,82422.9839,101513.5058,103706.8311
2011-10-04 20:00:00,100457.6677,84495.0166,95834.103,84072.4933,100481.2996,105836.1267
2011-10-05 20:00:00,103289.2328,84837.4226,95590.5983,85849.4648,100231.0109,108553.5133
2011-10-06 20:00:00,105158.1902,84722.04,95460.817,87356.5165,100099.941,110378.6238
2011-10-07 20:00:00,104515.0242,85190.4614,95403.4292,86786.686,100044.7693,109648.5796
2011-10-10 20:00:00,106315.3862,86636.0957,97021.9465,89665.8296,101747.0291,113440.7535
2011-10-11 20:00:00,107320.0571,86095.6764,96756.9364,89733.3095,101474.2001,114211.3557
2011-10-12 20:00:00,106899.4535,86753.2033,97679.8107,90475.5888,102447.1416,114860.2838
2011-10-13 20:00:00,108086.2957,86288.7509,97416.2408,90325.6334,102175.8304,115833.6761
2011-10-14 20:00:00,108772.5539,87280.0483,98605.1964,91892.6673,103427.9851,118003.5296
2011-10-17 20:00:00,107583.7841,86869.7637,98125.7954,90153.1847,102930.3079,116158.1402
2011-10-18 20:00:00,109083.3363,86749.8251,97966.711,91930.1561,102768.5809,117597.9495
2011-10-19 20:00:00,107564.6748,86547.3802,97421.2135,90827.9839,102201.484,115326.701
2011-10-20 20:00:00,107048.5252,86700.2298,97399.2119,91240.3613,102183.5129,114758.8888
2011-10-21 20:00:00,107267.7893,87679.1006,98427.0249,92904.8662,103266.9218,116218.9772
2011-10-24 20:00:00,109090.3243,87837.4654,98765.5934,94089.5138,103627.3019,118611.8998
2011-10-25 20:00:00,107288.5282,87441.0982,98439.8231,92282.5513,103290.6771,116279.8142
2011-10-26 20:00:00,106576.0941,88338.9864,98984.2688,93219.7725,103867.1162,116158.1402
2011-10-27 20:00:00,106952.4327,90729.0228,101329.5048,96368.8359,106333.2348,119341.9439
2011-10-28 20:00:00,107714.6863,90336.2427,100756.2355,96481.3024,105736.9737,119524.455
2011-10-31 20:00:00,106805.9941,89313.7934,99879.3673,94059.5227,104822.0457,117496.5545
2011-11-01 20:00:00,106649.4776,86853.1094,97426.5186,91532.7743,102253.0553,114454.7037
2011-11-02 20:00:00,106438.4386,88129.3663,98440.1031,92964.8484,103321.9657,115428.096
2011-11-03 20:00:00,107787.4841,89063.1868,99213.4321,94651.8466,104138.8119,117821.0186
2011-11-04 20:00:00,107744.811,88346.1717,98730.3344,94059.5227,103636.9381,117212.6484
2011-11-07 21:00:00,108578.8483,88327.6697,98657.0724,94681.8376,103565.217,118044.0876
2011-11-08 21:00:00,109036.4027,88777.9016,99363.9755,95866.4853,104312.4665,119402.7809
2011-11-09 21:00:00,107274.7359,86725.1692,97435.1803,92365.0268,102292.8297,115205.0269
2011-11-10 21:00:00,106166.1458,87854.2652,98390.768,93212.2748,103301.173,115144.1899
2011-11-11 21:00:00,107236.0316,88938.1573,99234.941,94936.7618,104192.6414,117314.0434
2011-11-14 21:00:00,106821.8684,88645.7256,98989.8256,94067.0205,103940.4898,116583.9993
2011-11-15 21:00:00,108326.0478,88401.061,98692.1596,94561.8733,103633.1341,117881.8556
2011-11-16 21:00:00,107307.0105,87478.425,97974.1559,93009.835,102884.3655,115935.0711
2011-11-17 21:00:00,105080.5914,87325.9618,97695.0598,91607.752,102596.426,113217.6844
2011-11-18 21:00:00,104247.3385,87521.7205,97707.6737,91465.2944,102614.8026,112345.6872
2011-11-21 21:00:00,103650.7871,86240.2835,96380.031,89688.3229,101225.6131,110196.1127
2011-11-22 21:00:00,104315.3069,86070.1525,96073.6919,89365.9188,100908.9337,110561.1348
2011-11-23 21:00:00,102729.2641,85257.0683,95346.3971,87394.0054,100150.0808,108066.8172
2011-11-25 18:00:00,102414.3523,85121.1456,94930.1141,87124.0856,99717.8324,107275.936
2011-11-28 21:00:00,103449.0671,87556.2477,97204.4081,89748.3051,102111.8143,110966.7149
2011-11-29 21:00:00,102857.5131,87837.1409,97146.256,90033.2203,102055.832,110277.2287
2011-11-30 21:00:00,103883.5232,90334.4397,99785.3204,93804.5986,104833.3721,114414.1457
2011-12-01 21:00:00,104615.353,90142.1926,99709.5864,93707.1276,104759.0486,115144.1899
2011-12-02 21:00:00,103296.5007,90974.3389,100687.9995,93617.1543,105792.248,114819.7258
2011-12-05 21:00:00,102877.9342,92383.295,102194.5299,94629.3533,107380.4397,116077.0241
2011-12-06 21:00:00,102495.685,92349.3966,102278.6886,94666.8421,107474.2381,115752.5601
2011-12-07 21:00:00,102778.6717,92037.5817,101986.879,95034.2328,107172.9789,115752.5601
2011-12-08 21:00:00,101686.1196,91401.2426,101320.6874,92957.3506,106478.2696,113785.4966
2011-12-09 21:00:00,103054.6835,91794.7744,101586.484,94494.3934,106762.9202,115630.886
2011-12-12 21:00:00,102976.4683,90974.4254,100512.4484,93152.2926,105639.4941,114333.0297
2011-12-13 21:00:00,101174.9018,91453.16,101167.0468,92305.0446,106332.765,113075.7314
2011-12-14 21:00:00,99967.765,91062.3015,100780.9792,91255.3568,105932.3009,111311.458
2011-12-15 21:00:00,98843.1854,92112.6974,101638.8853,91585.2587,106839.3547,111007.2729
2011-12-16 21:00:00,98820.2292,92738.0373,102175.714,91728.6954,107408.9928,111578.7944
2011-12-19 21:00:00,97523.2859,93107.1903,102561.7262,90785.528,107820.1464,110541.5143
2011-12-20 21:00:00,98843.4544,94580.5497,104160.5994,93471.6689,109506.3861,113795.7264
2011-12-21 21:00:00,98002.965,94621.6298,103503.8058,93690.4838,108821.3595,112127.9427
2011-12-22 21:00:00,98618.8982,94975.0542,103723.9246,94565.7432,109058.2281,113083.8675
2011-12-23 21:00:00,99268.9482,95205.2234,103923.9476,95365.5492,109273.9907,114060.1311
2011-12-27 21:00:00,99707.2289,95019.6794,103751.9691,95441.0026,109098.6224,114385.5523
2011-12-28 21:00:00,98672.6869,95044.9766,103617.6449,94256.3842,108962.831,113063.5286
2011-12-29 21:00:00,99217.1163,95260.8699,103780.2206,95146.7343,109139.2415,113877.0817
2011-12-30 21:00:00,99141.1212,95173.0085,103552.6057,94694.014,108905.3299,113551.6605
2012-01-03 21:00:00,99118.7435,96874.5389,105550.5951,96195.5366,111012.0423,115727.9147
2012-01-04 21:00:00,99689.5521,96634.1386,105378.3658,96301.1713,110836.4521,116216.0465
2012-01-05 21:00:00,100716.08,96159.8783,105151.7913,96655.8023,110603.6839,117171.9713
2012-01-06 21:00:00,101008.1933,96245.1498,105164.786,96444.5328,110622.8826,117538.0702
2012-01-09 21:00:00,100410.6173,96405.9919,105468.8895,96572.8036,110948.3003,117192.3101
2012-01-10 21:00:00,100077.9647,97440.6299,106580.1732,97432.9723,112122.8658,118046.5408
2012-01-11 21:00:00,100297.1575,97149.0124,106556.481,97523.5164,112103.5476,118290.6067
2012-01-12 21:00:00,100464.2084,97362.1295,106789.3296,97719.6952,112354.1229,118758.3997
2012-01-13 21:00:00,100632.1608,96718.2543,106217.0319,97342.4282,111757.6205,118331.2843
2012-01-17 21:00:00,100661.4219,97530.5868,107142.8088,97568.7884,112737.2765,119409.2421
2012-01-18 21:00:00,101802.9913,97555.8798,107338.1962,98693.044,112948.5029,120995.6704
2012-01-19 21:00:00,102019.4713,97879.1717,107765.8628,99206.1271,113404.1701,121748.207
2012-01-20 21:00:00,102305.3655,97688.1673,107292.3969,99560.7581,112911.6027,121565.1575
2012-01-23 21:00:00,102317.3639,97350.1289,107304.9832,99281.5805,112930.4937,121605.8352
2012-01-24 21:00:00,102570.1043,96745.9788,106815.0495,99191.0364,112420.5216,121361.7693
2012-01-25 21:00:00,102888.3797,96579.2358,107865.8656,100028.5692,113532.1037,122948.1976
2012-01-26 21:00:00,102086.4394,96996.9456,108288.7239,99523.0314,113982.8515,122480.4047
2012-01-27 21:00:00,102607.9917,96440.5589,108049.5411,99394.7606,113736.7909,122846.5035
2012-01-30 21:00:00,103545.1621,95535.2443,107131.7997,99130.6737,112776.4306,122927.8588
2012-01-31 21:00:00,103130.9176,95995.8546,107675.9279,99002.403,113354.8669,123070.2306
2012-02-01 21:00:00,103362.9215,96795.8368,108328.9492,99953.1158,114047.997,124107.5107
2012-02-02 21:00:00,103374.6372,96995.593,108678.5932,100111.5679,114421.8023,124534.626
2012-02-03 21:00:00,103821.2514,97977.6595,109649.3675,101537.6371,115449.599,126202.4097
2012-02-06 21:00:00,104118.3545,97550.4745,109237.449,101454.6384,115021.6633,126100.7155
2012-02-07 21:00:00,104415.6717,97356.9675,109143.8924,101703.6346,114928.9039,126365.1203
2012-02-08 21:00:00,104914.3875,97417.1054,109191.1363,102005.4482,114984.3983,127036.3015
2012-02-09 21:00:00,105293.9952,97556.3533,109605.2392,102118.6283,115426.2212,127992.2263
2012-02-10 21:00:00,105288.7305,96686.4864,108781.1595,101432.0024,114564.1471,127036.3015
2012-02-13 21:00:00,105467.4788,97300.1925,109611.6948,102133.719,115444.5632,128236.2922
2012-02-14 21:00:00,105931.6204,97029.3621,109362.8258,102005.4482,115188.2232,128521.0357
2012-02-15 21:00:00,104692.0394,97347.4873,109911.1811,101515.0011,115771.547,127666.8051
2012-02-16 21:00:00,106087.3672,97357.091,109940.7059,102646.8021,115808.4345,129415.944
2012-02-17 21:00:00,105731.9946,97695.7354,109952.4869,102925.9796,115826.6348,129009.1675
2012-02-21 21:00:00,105909.8657,97934.3559,110068.3305,102963.7063,115954.4586,129375.2664
2012-02-22 21:00:00,105604.3533,97742.8628,109872.4873,102631.7114,115753.94,128785.4404
2012-02-23 21:00:00,106148.6621,97687.6743,110023.1611,103076.8864,115918.4671,129639.6711
2012-02-24 21:00:00,106209.7806,97925.9186,110328.3624,103318.3373,116245.8176,130087.1252
2012-02-27 21:00:00,106939.1392,97284.536,109719.1104,103491.8801,115609.7007,130270.1747
2012-02-28 21:00:00,107917.9459,97300.9501,109816.4058,103793.6937,115718.0002,131592.1983
2012-02-29 21:00:00,107345.8767,97416.3319,109895.7808,103273.0653,115807.4268,131002.3724
2012-03-01 21:00:00,107788.8216,97731.7457,110299.7719,103952.1458,116238.9403,132039.6525
2012-03-02 21:00:00,107833.3113,97627.5454,110141.346,103612.6055,116077.7957,131917.6195
2012-03-05 21:00:00,106763.3921,97430.7078,110084.8947,103182.5212,116024.1057,130554.9182
2012-03-06 21:00:00,106758.0539,96385.6254,109016.0997,101613.0905,114903.4491,129293.9111
