date,r_pre60,r_last60,r_pre30,r_last30,atr_pct,year,instrument,agree60,agree30
2024-09-30,2.595043,59.23812,8.650145,53.15241,1.034544,2024,ES,1,1
2024-10-01,-52.07885,-30.71864,-54.23087,-28.56154,1.036427,2024,ES,1,1
2024-10-02,20.00087,-0.8678672,26.08809,-6.938722,0.9548528,2024,ES,0,0
2024-10-03,-9.574375,17.42464,-14.36156,22.22706,0.9318208,2024,ES,0,0
2024-10-04,-13.80858,24.63054,-3.883663,14.67731,0.9311365,2024,ES,0,0
2024-10-07,-78.2635,18.30384,-59.67051,-0.4349906,0.9616284,2024,ES,0,1
2024-10-08,41.57644,7.332011,43.74188,5.174421,0.971045,2024,ES,1,1
2024-10-09,55.17717,14.1473,62.93646,6.425634,0.9409678,2024,ES,1,1
2024-10-10,-9.44125,15.03436,-7.724659,13.31386,0.8582954,2024,ES,0,0
2024-10-11,64.38597,-3.838444,71.25381,-10.65507,0.842843,2024,ES,0,0
2024-10-14,53.60334,2.115775,58.28299,-2.537749,0.8614822,2024,ES,1,0
2024-10-15,-76.12925,-5.114218,-90.08628,8.962486,0.8800179,2024,ES,1,0
2024-10-16,45.63484,-4.245563,44.35535,-2.972273,0.9279286,2024,ES,0,0
2024-10-17,-44.74084,-17.38319,-57.82543,-4.245383,0.9068763,2024,ES,1,1
2024-10-18,13.55588,-5.499619,7.201559,0.8466325,0.911088,2024,ES,0,1
2024-10-21,-25.43019,22.94553,-15.68195,13.15957,0.8694704,2024,ES,0,0
2024-10-22,34.0759,5.51853,44.29868,-4.664772,0.8257322,2024,ES,1,0
2024-10-23,-70.26958,14.15337,-67.71432,11.57705,0.8179866,2024,ES,0,0
2024-10-24,-20.06146,6.415466,-9.390473,-4.272409,0.8774604,2024,ES,0,1
2024-10-25,-22.5724,-19.20861,-34.49744,-7.265268,0.8505719,2024,ES,1,1
2024-10-28,-23.81054,-5.114435,-18.28309,-10.64917,0.8494652,2024,ES,1,1
2024-10-29,45.28366,-11.48252,52.11893,-18.27454,0.823589,2024,ES,0,0
2024-10-30,-2.983166,-19.60951,-13.21117,-9.388069,0.8130651,2024,ES,1,1
2024-10-31,-87.39076,-36.4805,-77.48935,-46.42284,0.8330105,2024,ES,1,1
2024-11-01,13.45311,-20.36925,5.641627,-12.57807,0.9308684,2024,ES,0,0
2024-11-04,-11.72333,-11.73709,-16.0653,-7.393233,0.9428286,2024,ES,1,1
2024-11-05,75.17817,28.89799,87.34573,16.80093,0.9228105,2024,ES,1,1
2024-11-06,23.57299,7.559214,33.25476,-2.097755,0.9296899,2024,ES,1,0
2024-11-07,49.77413,-7.075374,51.02894,-8.32293,1.059717,2024,ES,0,0
2024-11-08,47.04609,-9.945301,36.22132,0.829669,1.086045,2024,ES,0,1
2024-11-11,-24.41245,8.295657,-25.23999,9.12598,1.072847,2024,ES,0,0
2024-11-12,-10.77854,-19.09031,-21.55708,-8.309098,1.062752,2024,ES,1,1
2024-11-13,-1.662234,1.246883,4.571144,-4.984424,1.015744,2024,ES,0,0
2024-11-14,-33.24883,-30.85776,-52.78251,-11.28102,1.025667,2024,ES,1,1
2024-11-15,-81.69453,14.8601,-75.37794,8.486083,1.022385,2024,ES,0,0
2024-11-18,31.3546,2.534319,36.01542,-2.110952,1.107096,2024,ES,1,0
2024-11-19,82.43042,11.37848,86.25451,7.582779,1.105345,2024,ES,1,1
2024-11-20,-49.67375,50.76786,-33.67712,34.63569,1.13119,2024,ES,0,0
2024-11-21,20.10808,-16.30503,25.1351,-21.31127,1.058966,2024,ES,0,0
2024-11-22,29.32183,0.4176586,18.43086,11.28904,1.070247,2024,ES,1,1
2024-11-25,-41.89654,6.665,-40.65209,5.414636,1.040302,2024,ES,0,0
2024-11-26,20.35391,10.36355,26.5847,4.142845,1.027783,2024,ES,1,1
2024-11-27,-29.8359,1.246883,-32.32223,3.741581,0.8885653,2024,ES,0,0
2024-11-29,49.82147,0.0,49.82147,0.0,0.8428133,2024,ES,0,0
2024-12-02,15.276,-4.122351,20.64324,-9.47633,0.8490271,2024,ES,0,0
2024-12-03,10.31608,-3.297745,9.078155,-2.061346,0.8120232,2024,ES,0,0
2024-12-04,20.97039,10.25809,27.13816,4.100714,0.7797815,2024,ES,1,1
2024-12-05,-7.378561,-9.024901,-14.75712,-1.642104,0.7630369,2024,ES,1,1
2024-12-06,-2.05103,8.616092,2.461236,4.10105,0.6718587,2024,ES,0,1
2024-12-09,-44.29134,-5.355083,-53.31365,3.710728,0.6488447,2024,ES,1,0
2024-12-10,-27.58677,-12.38646,-43.23301,3.308246,0.6129087,2024,ES,1,0
2024-12-11,35.79952,-8.200418,37.44548,-9.838888,0.5804931,2024,ES,0,0
2024-12-12,-25.07296,-11.94989,-28.77225,-8.244363,0.5531318,2024,ES,1,1
2024-12-13,-34.14373,-1.238339,-35.37784,0.0,0.5559375,2024,ES,1,0
2024-12-16,25.11322,-12.73048,26.34829,-13.96075,0.5399047,2024,ES,0,0
2024-12-17,-11.15196,13.23189,-16.52142,18.61735,0.537241,2024,ES,0,0
2024-12-18,-131.8583,-172.0928,-186.5611,-117.3094,0.5404126,2024,ES,1,1
2024-12-19,-59.27781,-31.91534,-49.67648,-41.53381,0.7867419,2024,ES,1,1
2024-12-20,186.2119,-24.92833,173.5156,-12.47972,0.8362901,2024,ES,0,0
2024-12-23,34.59054,28.65687,40.00834,23.2452,0.9825213,2024,ES,1,1
2024-12-26,34.1325,-8.606557,34.54373,-9.016024,1.065908,2024,ES,0,0
2024-12-27,-35.52251,-4.14525,-62.37092,22.86047,1.09686,2024,ES,1,0
2024-12-30,49.11633,-44.28106,26.44725,-21.7719,1.222094,2024,ES,0,0
2024-12-31,-59.4391,-3.368705,-44.37003,-18.49983,1.303814,2024,ES,1,1
2025-01-02,-126.0944,42.00255,-87.13502,2.535604,1.337249,2025,ES,0,0
2025-01-03,78.21699,-5.841609,75.27334,-2.921658,1.407943,2025,ES,0,0
2025-01-06,-34.39559,17.46507,-22.37785,5.399344,1.442344,2025,ES,0,0
2025-01-07,-123.7173,-20.52872,-160.1291,16.39965,1.482955,2025,ES,1,0
2025-01-08,-5.038629,13.44312,5.038629,3.357395,1.59524,2025,ES,0,1
2025-01-09,1.261777,0.0,1.261777,0.0,1.615975,2025,ES,0,0
2025-01-10,-64.18106,-27.62314,-94.58261,2.983929,1.383452,2025,ES,1,0
2025-01-13,82.93941,16.19571,76.0636,23.03066,1.439929,2025,ES,1,1
2025-01-14,-63.10618,28.13059,-64.37677,29.41302,1.313552,2025,ES,0,0
2025-01-15,51.55287,-11.67542,56.58242,-16.67083,1.287026,2025,ES,0,0
2025-01-16,-20.82726,-21.70556,-31.24089,-11.28197,1.346334,2025,ES,1,1
2025-01-17,21.5705,-11.17596,19.49641,-9.108222,1.330082,2025,ES,0,0
2025-01-21,25.56174,11.92581,34.21975,3.287041,1.278676,2025,ES,1,1
2025-01-22,27.38606,-20.78917,19.61987,-13.0543,1.202301,2025,ES,0,0
2025-01-23,34.35021,30.97237,38.84845,26.47766,1.186776,2025,ES,1,1
2025-01-24,-39.41808,8.159602,-44.70091,13.47049,1.100978,2025,ES,0,0
2025-01-27,39.59653,41.51617,47.93264,33.18538,1.082504,2025,ES,1,1
2025-01-28,75.1135,-11.46977,73.87536,-10.24212,1.13761,2025,ES,0,0
2025-01-29,-22.5882,-8.64411,-5.749723,-25.47771,1.098608,2025,ES,1,1
2025-01-30,28.73799,-12.69036,39.00156,-22.90108,1.097029,2025,ES,0,0
2025-01-31,-63.69947,-30.82107,-95.5492,1.236807,1.143032,2025,ES,1,0
2025-02-03,118.8832,-33.50846,99.20884,-14.09268,1.160426,2025,ES,0,0
2025-02-04,61.01104,3.712718,54.37038,10.31992,1.208955,2025,ES,1,1
2025-02-05,40.90233,16.87035,51.64436,6.165482,1.183984,2025,ES,1,1
2025-02-06,-37.27217,42.75613,-20.47921,25.85676,1.103244,2025,ES,0,0
2025-02-07,-95.73685,-4.543952,-107.6017,7.444477,1.105825,2025,ES,1,0
2025-02-10,15.62307,-3.283937,15.21194,-2.873563,1.119164,2025,ES,0,0
2025-02-11,48.22754,-2.871559,46.16653,-0.8206138,1.113238,2025,ES,0,0
2025-02-12,78.76301,-9.048657,68.81399,0.823418,1.102386,2025,ES,0,1
2025-02-13,72.32679,12.6479,83.42237,1.630191,1.123355,2025,ES,1,1
2025-02-14,5.297905,-9.775569,-4.482843,0.0,1.146036,2025,ES,0,0
2025-02-18,-16.27803,24.04924,-17.09193,24.8665,0.9313358,2025,ES,0,0
2025-02-19,50.53593,-3.649487,34.23401,12.59088,0.9053383,2025,ES,0,1
2025-02-20,-27.64902,9.377803,-27.64902,9.377803,0.8771013,2025,ES,0,0
2025-02-21,-166.7346,0.0,-158.1737,-8.698534,0.8447382,2025,ES,0,1
2025-02-24,-37.19008,-41.89133,-48.34711,-30.72707,0.8541913,2025,ES,1,1
2025-02-25,-32.08066,-17.97283,-21.24823,-28.80882,0.8787958,2025,ES,1,1
2025-02-26,-54.28202,28.96847,-40.50273,15.09307,0.9102677,2025,ES,0,0
2025-02-27,-128.0127,-69.69377,-177.2162,-19.95161,0.956372,2025,ES,1,1
2025-02-28,42.09363,100.7706,68.45529,74.32432,1.038674,2025,ES,1,1
2025-03-03,-169.18,-35.26812,-250.637,47.98835,1.111456,2025,ES,1,0
2025-03-04,54.13301,-102.128,70.88847,-118.5956,1.31558,2025,ES,0,0
2025-03-05,109.2778,-0.8545183,126.9869,-18.34002,1.400373,2025,ES,0,0
2025-03-06,-77.50595,32.72822,-42.43343,-2.609036,1.466922,2025,ES,0,1
2025-03-07,74.65619,10.40042,88.19035,-3.029385,1.617863,2025,ES,1,0
2025-03-10,-180.101,62.17848,-137.931,19.15282,1.756769,2025,ES,0,0
2025-03-11,37.88554,-96.79854,3.119986,-62.38025,2.003158,2025,ES,0,0
2025-03-12,-16.85742,-41.32599,-45.24887,-12.92335,2.085631,2025,ES,1,1
2025-03-13,-82.1722,-42.77738,-125.9378,1.356852,2.143623,2025,ES,1,0
2025-03-14,101.3999,15.99005,101.8485,15.54519,2.13023,2025,ES,1,1
2025-03-17,115.3044,-38.14284,112.2001,-35.08464,2.175263,2025,ES,0,0
2025-03-18,-60.54178,-4.446025,-64.96089,0.0,2.156209,2025,ES,1,0
2025-03-19,97.13859,-21.33032,78.23832,-2.616774,2.167157,2025,ES,0,0
2025-03-20,18.00773,21.48275,22.39986,17.09102,2.119106,2025,ES,1,1
2025-03-21,60.91102,28.07756,52.08333,36.88417,2.074879,2025,ES,1,1
2025-03-24,49.28664,4.302186,54.47471,-0.8599931,1.900364,2025,ES,1,0
2025-03-25,-24.45932,24.51929,-21.45554,21.50168,1.859254,2025,ES,0,0
2025-03-26,-135.2163,22.62739,-129.636,16.96095,1.74695,2025,ES,0,0
2025-03-27,6.094641,-10.00653,44.83915,-48.53948,1.721357,2025,ES,0,0
2025-03-28,-165.5456,-7.550522,-172.9711,0.0,1.653101,2025,ES,1,0
2025-03-31,118.181,47.96376,136.6047,29.70121,1.595216,2025,ES,1,1
2025-04-01,3.990246,59.82982,17.29107,46.47251,1.609706,2025,ES,1,1
2025-04-02,111.794,60.34445,149.2072,23.25888,1.615667,2025,ES,1,1
2025-04-03,-61.6836,-76.67032,-113.389,-24.77291,1.688209,2025,ES,1,1
2025-04-04,-305.65,-42.39559,-251.7952,-97.40732,1.97421,2025,ES,1,1
2025-04-07,288.3594,28.51945,235.7464,80.06722,2.48642,2025,ES,1,1
2025-04-08,-387.8983,-98.66798,-467.5645,-15.91881,2.788965,2025,ES,1,1
2025-04-09,765.6415,233.4902,959.3096,52.64845,3.332569,2025,ES,1,1
2025-04-10,-113.0127,-28.69373,-181.8435,41.21074,3.699324,2025,ES,1,0
2025-04-11,176.568,28.83989,224.3787,-18.05639,4.134235,2025,ES,1,0
2025-04-14,-59.61862,-32.96401,-49.60634,-42.99305,4.047175,2025,ES,1,1
2025-04-15,-20.64504,-18.84884,-26.15039,-13.33947,4.183079,2025,ES,1,1
2025-04-16,-169.5468,54.96328,-209.6045,96.10353,4.212386,2025,ES,0,0
2025-04-17,18.3176,-40.78762,-4.227138,-18.32535,4.404611,2025,ES,0,1
2025-04-21,-239.669,101.827,-208.7593,69.93686,4.392574,2025,ES,0,0
2025-04-22,128.6817,2.35272,89.12401,41.57022,4.463009,2025,ES,1,1
2025-04-23,-74.77064,-20.33554,-106.8807,12.05546,4.375819,2025,ES,1,0
2025-04-24,175.544,6.809824,153.37,28.66372,4.48198,2025,ES,1,1
2025-04-25,58.07096,10.37438,54.44152,13.98791,4.19459,2025,ES,1,1
2025-04-28,-48.58737,38.87884,-14.39626,4.505316,3.826898,2025,ES,0,0
2025-04-29,99.89152,-4.922802,104.4115,-9.393872,3.415166,2025,ES,0,0
2025-04-30,38.06934,84.42819,41.69499,80.78711,3.041986,2025,ES,1,1
2025-05-01,23.91497,-59.20297,29.67228,-64.90926,2.480704,2025,ES,0,0
2025-05-02,44.40341,-10.06697,52.31689,-17.93134,2.155795,2025,ES,0,0
2025-05-05,57.81878,-39.49447,38.84009,-20.66388,2.079774,2025,ES,0,0
2025-05-06,56.97498,-40.71877,52.0787,-35.86769,2.026872,2025,ES,0,0
2025-05-07,11.52789,6.643047,-41.67775,60.10686,2.021498,2025,ES,1,0
2025-05-08,56.25137,-59.86977,68.1169,-71.58446,1.880905,2025,ES,0,0
2025-05-09,-28.51002,-10.11701,-26.31694,-12.31365,1.900146,2025,ES,1,1
2025-05-12,2.136661,21.78928,1.281996,22.6457,1.685215,2025,ES,1,1
2025-05-13,89.01572,-31.23945,85.60842,-27.87162,1.71947,2025,ES,0,0
2025-05-14,-2.959455,-3.383236,-14.3745,8.044371,1.559452,2025,ES,1,0
2025-05-15,72.59297,10.95798,56.03668,27.44005,1.460653,2025,ES,1,1
2025-05-16,39.53234,12.14812,44.15847,7.536742,1.429893,2025,ES,1,1
2025-05-19,107.4041,9.203866,92.60434,23.88135,1.396616,2025,ES,1,1
2025-05-20,-37.31969,32.82966,-30.19121,25.65612,1.391851,2025,ES,0,0
2025-05-21,-75.66151,-17.88833,-105.6725,12.38893,1.286185,2025,ES,1,0
2025-05-22,54.22253,-48.83435,65.75015,-60.23074,1.315003,2025,ES,0,0
2025-05-23,84.28423,-27.0027,69.58852,-12.44795,1.272599,2025,ES,0,0
2025-05-27,73.0516,11.38424,71.35273,13.073,1.293572,2025,ES,1,1
2025-05-28,-30.30175,-35.03736,-34.51033,-30.829,1.271592,2025,ES,1,1
2025-05-29,-73.04786,19.87651,-71.3686,18.18182,1.22736,2025,ES,0,0
2025-05-30,-4.229761,11.42519,29.60832,-22.35155,1.266511,2025,ES,0,0
2025-06-02,70.79271,13.46971,80.11869,4.205391,1.137286,2025,ES,1,1
2025-06-03,67.30041,-3.342525,65.6179,-1.671542,1.146511,2025,ES,0,0
2025-06-04,0.4174145,-18.78287,0.8348291,-19.19947,1.15922,2025,ES,0,0
2025-06-05,-40.03336,-38.9382,-87.15596,8.413613,1.116109,2025,ES,1,0
2025-06-06,17.90846,-11.64048,11.66132,-5.407879,1.147391,2025,ES,0,0
2025-06-09,20.78916,-25.31015,12.88928,-17.44041,1.147858,2025,ES,0,0
2025-06-10,37.39871,10.34982,41.13858,6.62142,1.115431,2025,ES,1,1
2025-06-11,-54.90876,10.37818,-61.10148,16.61544,1.029171,2025,ES,0,0
2025-06-12,54.87197,5.787994,54.04057,6.615397,1.043696,2025,ES,1,1
2025-06-13,-22.09807,-4.596548,-37.94196,11.30038,1.004539,2025,ES,1,0
2025-06-16,35.74843,3.727789,27.85052,11.6067,1.012476,2025,ES,1,1
2025-06-17,-34.93304,-9.181204,-33.26957,-10.8487,1.018583,2025,ES,1,1
2025-06-18,-17.78329,2.071508,-23.98677,8.291186,1.025826,2025,ES,0,0
2025-06-20,-80.85141,8.733261,-83.32646,11.23128,0.97653,2025,ES,0,0
2025-06-23,60.16598,25.57228,72.19917,13.59479,0.9983497,2025,ES,1,1
2025-06-24,51.07461,-9.756494,54.75198,-13.41027,1.023694,2025,ES,0,0
2025-06-25,-24.37043,12.21498,-15.02843,2.847496,1.079745,2025,ES,0,0
2025-06-26,40.95369,8.884222,43.79207,6.055713,1.018284,2025,ES,1,1
2025-06-27,-27.40057,58.18417,-8.058992,38.71436,0.9826383,2025,ES,0,0
2025-06-30,-7.602129,12.81333,6.801905,-1.59936,1.007445,2025,ES,0,0
2025-07-01,28.46718,-6.396929,34.88232,-12.78568,1.006515,2025,ES,0,0
2025-07-02,40.83267,7.575153,39.23139,9.171385,0.9763254,2025,ES,1,1
2025-07-07,-51.17423,9.17102,-62.67851,20.75848,0.8946083,2025,ES,0,0
2025-07-08,-13.13485,-3.586944,-13.53288,-3.188521,0.8995383,2025,ES,1,1
2025-07-09,9.92812,8.728081,12.70799,5.949312,0.8733909,2025,ES,1,1
2025-07-10,34.08505,-7.504839,32.4997,-5.925809,0.8475968,2025,ES,0,0
2025-07-11,27.4223,-13.87182,28.61458,-15.05905,0.7894558,2025,ES,0,0
2025-07-14,29.39191,-3.168191,25.42003,0.7923616,0.7410392,2025,ES,0,1
2025-07-15,-67.84475,-20.25417,-67.84475,-20.25417,0.6863364,2025,ES,1,1
2025-07-16,10.71684,-3.96495,6.747638,0.0,0.7249458,2025,ES,0,0
2025-07-17,57.49861,2.365651,57.89515,1.971298,0.7415338,2025,ES,1,1
2025-07-18,-32.66688,5.528134,-29.91184,2.763303,0.7222135,2025,ES,0,0
2025-07-21,25.21472,-25.54429,10.63746,-11.01972,0.7094454,2025,ES,0,0
2025-07-22,4.332073,-8.26674,2.362949,-6.299709,0.7150734,2025,ES,0,0
2025-07-23,26.28379,14.86814,28.24526,12.90928,0.7086535,2025,ES,1,1
2025-07-24,10.54317,-11.31222,14.44805,-15.20705,0.7006465,2025,ES,0,0
2025-07-25,34.73849,-2.333813,37.08041,-4.666537,0.6755325,2025,ES,0,0
2025-07-28,-22.55405,13.25123,-22.94291,13.6415,0.6349577,2025,ES,0,0
2025-07-29,-46.99577,-0.7804573,-51.26811,3.513566,0.6333609,2025,ES,1,0
2025-07-30,-49.51653,27.03656,-61.60324,39.23107,0.6346916,2025,ES,0,0
2025-07-31,-82.98755,-34.80233,-104.7039,-12.93255,0.6573079,2025,ES,1,1
2025-08-01,-80.01901,4.79195,-73.28474,-1.995291,0.7243588,2025,ES,0,1
2025-08-04,66.63229,18.51779,72.18498,12.99468,0.8351701,2025,ES,1,1
2025-08-05,-53.82047,-6.71459,-45.17776,-15.39069,0.8667957,2025,ES,1,1
2025-08-06,56.82715,1.177209,63.14128,-5.098039,0.857763,2025,ES,1,0
2025-08-07,-91.30282,29.53337,-94.81447,33.0891,0.8600748,2025,ES,0,0
2025-08-08,50.52483,-1.948482,50.52483,-1.948482,0.9190148,2025,ES,0,0
2025-08-11,-15.58543,-9.756098,-19.48178,-5.855944,0.9278896,2025,ES,1,1
2025-08-12,58.7663,9.28577,63.04729,5.027652,0.9368137,2025,ES,1,1
2025-08-13,-14.25379,13.50257,-9.630942,8.869009,0.9452082,2025,ES,0,0
2025-08-14,27.83147,5.011179,34.01624,-1.155713,0.9636093,2025,ES,1,0
2025-08-15,-26.93655,-11.96126,-34.24789,-4.633562,0.9636686,2025,ES,1,1
2025-08-18,9.28146,-2.704582,6.574368,0.0,0.9806305,2025,ES,0,0
2025-08-19,-62.6329,10.89367,-61.47303,9.725356,0.9519207,2025,ES,0,0
2025-08-20,-42.78158,20.70151,-17.50156,-4.675264,0.9509179,2025,ES,0,1
2025-08-21,-2.345491,-8.602151,-5.081897,-5.866708,0.930378,2025,ES,1,1
2025-08-22,121.7276,-3.854604,115.4852,2.31419,0.8304676,2025,ES,0,1
2025-08-25,-1.931994,-21.64251,-5.795981,-17.78465,0.8368293,2025,ES,1,1
2025-08-26,27.12863,19.71167,37.98008,8.879966,0.8102602,2025,ES,1,1
2025-08-27,38.22984,-6.539719,32.8236,-1.15469,0.7921797,2025,ES,0,0
2025-08-28,27.30769,-1.150704,27.30769,-1.150704,0.7337912,2025,ES,0,0
2025-08-29,-45.77627,9.274645,-44.62225,8.114374,0.7237377,2025,ES,0,0
2025-09-02,8.5961,34.74527,25.7883,17.53771,0.6946654,2025,ES,1,1
2025-09-03,-27.52471,42.76162,-25.58635,40.80998,0.7728519,2025,ES,0,0
2025-09-04,49.8782,20.39089,53.74473,16.53719,0.7763435,2025,ES,1,1
2025-09-05,-79.20716,14.27084,-66.57993,1.540832,0.7901584,2025,ES,0,0
2025-09-08,-6.533938,10.38422,-16.91137,20.79002,0.8724729,2025,ES,0,0
2025-09-09,13.44654,7.673419,16.52004,4.602639,0.8383506,2025,ES,1,1
2025-09-10,-25.55984,4.207144,-43.48987,22.22307,0.7964968,2025,ES,0,0
2025-09-11,52.22828,0.3792476,55.27811,-2.653928,0.7934995,2025,ES,1,0
2025-09-12,18.58948,-21.58437,9.10505,-12.12902,0.7384304,2025,ES,0,0
2025-09-15,5.295608,13.61007,6.430382,12.47448,0.7286865,2025,ES,1,1
2025-09-16,-12.82632,-10.57641,-19.99396,-3.402003,0.721615,2025,ES,1,1
2025-09-17,-34.8628,21.81846,2.99895,-16.11453,0.7191731,2025,ES,0,0
2025-09-18,21.68467,-13.43033,13.45945,-5.227196,0.7523948,2025,ES,0,0
2025-09-19,14.9098,7.071609,25.7194,-3.717887,0.7455674,2025,ES,1,0
2025-09-22,68.96809,-0.7404939,74.18729,-5.920882,0.7753541,2025,ES,0,0
2025-09-23,-69.99741,19.02133,-65.92348,14.91258,0.7055069,2025,ES,0,0
2025-09-24,-50.54071,-1.867553,-55.00019,2.615747,0.7250898,2025,ES,1,0
2025-09-25,-0.3753754,1.126168,-6.756757,7.512584,0.7254564,2025,ES,0,0
2025-09-26,37.08699,-2.985855,31.84236,2.240562,0.6996172,2025,ES,0,1
2025-09-29,-15.99167,4.097445,-26.77675,14.91591,0.7158213,2025,ES,0,0
2025-09-30,21.24725,24.17795,35.78484,9.65717,0.7150074,2025,ES,1,1
