,0
2018-01-02 16:00:00,106.1645
2018-01-03 16:00:00,38.11702
2018-01-04 16:00:00,-7.586102
2018-01-05 16:00:00,30.49469
2018-01-08 16:00:00,1.869928
2018-01-09 11:18:00,-40.86223
2018-01-09 16:00:00,-10.08065
2018-01-10 13:09:00,-39.91565
2018-01-10 16:00:00,10.8769
2018-01-11 16:00:00,24.99907
2018-01-12 16:00:00,43.42179
2018-01-16 10:37:00,-36.90441
2018-01-16 16:00:00,100.4878
2018-01-17 11:11:00,-43.68429
2018-01-17 16:00:00,60.08109
2018-01-18 11:22:00,-37.86208
2018-01-18 16:00:00,-5.493097
2018-01-19 15:31:00,-23.4252
2018-01-19 16:00:00,-1.460654
2018-01-22 16:00:00,78.30711
2018-01-23 16:00:00,12.20344
2018-01-24 11:14:00,-39.30958
2018-01-24 16:00:00,55.2506
2018-01-25 11:56:00,-12.58812
2018-01-25 14:38:00,-40.23133
2018-01-25 16:00:00,11.18044
2018-01-26 16:00:00,69.49669
2018-01-29 12:59:00,-35.39254
2018-01-29 15:43:00,-38.83011
2018-01-29 16:00:00,-3.576282
2018-01-30 10:32:00,-31.78961
2018-01-30 13:06:00,-32.76918
2018-01-30 14:07:00,-42.6316
2018-01-30 16:00:00,-11.51203
2018-01-31 16:00:00,1.435956
2018-02-01 14:11:00,-8.640553
2018-02-01 16:00:00,43.9608
2018-02-02 11:15:00,0.0
2018-02-02 11:36:00,-41.8791
2018-02-02 16:00:00,104.2238
2018-02-05 11:50:00,43.16761
2018-02-05 16:00:00,366.8297
2018-02-06 10:18:00,104.6163
2018-02-06 10:54:00,-44.64629
2018-02-06 11:01:00,-44.06468
2018-02-06 11:55:00,-36.1775
2018-02-06 13:59:00,-27.99402
2018-02-06 14:37:00,-63.45178
2018-02-06 16:00:00,189.5372
2018-02-07 09:49:00,-35.69148
2018-02-07 10:00:00,-45.99955
2018-02-07 12:38:00,-4.879147
2018-02-07 16:00:00,117.5322
2018-02-08 16:00:00,411.183
2018-02-09 09:39:00,-61.16804
2018-02-09 09:49:00,-47.82438
2018-02-09 10:06:00,-43.30524
2018-02-09 14:05:00,101.0932
2018-02-09 15:12:00,-39.58358
2018-02-09 15:15:00,-45.70202
2018-02-09 16:00:00,143.2075
2018-02-12 10:00:00,-36.51739
2018-02-12 11:16:00,-14.66049
2018-02-12 16:00:00,55.08899
2018-02-13 16:00:00,69.89247
2018-02-14 16:00:00,193.7822
2018-02-15 09:49:00,-50.71788
2018-02-15 10:43:00,-26.71515
2018-02-15 11:43:00,-25.29856
