,0
2019-11-28,32903.4758
2019-11-29,32903.4758
2019-12-02,32903.4758
2019-12-03,33071.7248
2019-12-04,33196.4086
2019-12-05,33196.4086
2019-12-06,33064.1375
2019-12-09,33064.1375
2019-12-10,33097.6776
2019-12-11,32855.0276
2019-12-12,32855.0276
2019-12-13,32558.6309
2019-12-16,32323.6244
2019-12-17,32323.6244
2019-12-18,32323.6244
2019-12-19,32323.6244
2019-12-20,32323.6244
2019-12-23,32323.6244
2019-12-24,32323.6244
2019-12-26,32323.6244
2019-12-27,32323.6244
2019-12-30,32301.3538
2019-12-31,32325.1993
2020-01-02,32301.9313
2020-01-03,32411.1009
2020-01-06,32265.2745
2020-01-07,32527.4967
2020-01-08,32527.4967
2020-01-09,32579.238
2020-01-10,32444.5794
2020-01-13,32493.8738
2020-01-14,32584.1311
2020-01-15,32318.3638
2020-01-16,32297.5192
2020-01-17,32309.5562
2020-01-20,32303.0403
2020-01-21,32303.0403
2020-01-22,32303.0403
2020-01-23,32311.4471
2020-01-24,32356.6673
2020-01-27,32638.3902
2020-01-28,32493.9432
2020-01-29,32649.7546
2020-01-30,32394.6456
2020-01-31,32191.3334
2020-02-03,32591.2094
2020-02-04,32670.4918
2020-02-05,32851.2348
2020-02-06,32762.0976
2020-02-07,32893.8918
2020-02-10,32687.3091
2020-02-11,32902.7646
2020-02-12,32738.9416
2020-02-13,32746.9286
2020-02-14,32732.7738
2020-02-17,32732.7738
2020-02-18,32732.7738
2020-02-19,32514.8941
2020-02-20,32514.8941
2020-02-21,32641.2503
2020-02-24,32962.1389
2020-02-25,32653.2201
2020-02-26,33659.6472
2020-02-27,33931.7664
2020-02-28,33623.8984
2020-03-02,32197.4314
2020-03-03,32576.6848
2020-03-04,32072.6275
2020-03-05,31780.4399
2020-03-06,31637.3643
2020-03-09,30742.1328
2020-03-10,31159.2478
2020-03-11,31528.2963
2020-03-12,31239.0831
2020-03-13,31675.7012
2020-03-16,31038.5195
2020-03-17,32344.1588
2020-03-18,33093.3557
2020-03-19,31169.8834
2020-03-20,31256.498
2020-03-23,32505.4374
2020-03-24,29633.216
2020-03-25,28302.7023
2020-03-26,28087.5775
2020-03-27,28653.235
2020-03-30,27997.1832
2020-03-31,28458.5261
2020-04-01,28507.1523
2020-04-02,28470.5876
2020-04-03,28177.8058
2020-04-06,28351.0274
2020-04-07,29168.9873
2020-04-08,29566.3516
2020-04-09,29778.8007
2020-04-13,29263.902
2020-04-14,29271.8102
2020-04-15,29841.5133
2020-04-16,29787.7603
2020-04-17,29464.5885
2020-04-20,28993.2947
2020-04-21,29095.1536
2020-04-22,29404.5698
2020-04-23,29589.2469
2020-04-24,29769.7087
2020-04-27,30050.3051
2020-04-28,30020.2838
2020-04-29,30575.052
2020-04-30,30871.054
2020-05-01,30343.832
2020-05-04,30490.0472
2020-05-05,30893.7166
2020-05-06,30838.0651
2020-05-07,30597.7259
2020-05-08,30378.0397
2020-05-11,30481.1465
2020-05-12,30748.1932
2020-05-13,30940.951
2020-05-14,31020.3317
2020-05-15,31471.5551
2020-05-18,31559.8679
2020-05-19,31630.7546
2020-05-20,31737.8854
2020-05-21,31780.1771
2020-05-22,31985.9364
2020-05-25,32085.295
2020-05-26,32085.295
2020-05-27,32440.5108
2020-05-28,32921.2073
2020-05-29,33096.0885
2020-06-01,32381.6176
2020-06-02,32439.4497
2020-06-03,32493.5109
2020-06-04,32246.2679
2020-06-05,32194.6529
2020-06-08,32532.1928
2020-06-09,32583.2322
2020-06-10,32707.357
2020-06-11,32688.8513
2020-06-12,33294.1363
2020-06-15,33523.9266
2020-06-16,34062.0767
2020-06-17,33405.8375
2020-06-18,32933.9464
2020-06-19,32540.0062
2020-06-22,32744.0325
2020-06-23,32997.0375
2020-06-24,32844.6565
2020-06-25,33379.8014
2020-06-26,33580.4308
2020-06-29,34179.5672
2020-06-30,34528.9308
2020-07-01,34919.3938
2020-07-02,35159.2753
2020-07-03,35254.2803
2020-07-06,35254.2803
2020-07-07,35450.0587
2020-07-08,35650.0019
2020-07-09,35533.7108
2020-07-10,35709.7125
2020-07-13,35951.5811
2020-07-14,37064.7719
2020-07-15,37517.3597
2020-07-16,36633.662
2020-07-17,36640.3461
2020-07-20,36490.4493
2020-07-21,37123.3517
2020-07-22,36880.1236
2020-07-23,36433.5608
2020-07-24,37193.3876
2020-07-27,36769.0941
2020-07-28,36541.8419
2020-07-29,36262.2725
2020-07-30,36328.7091
2020-07-31,36474.0128
2020-08-03,36244.9006
2020-08-04,36162.7373
2020-08-05,35706.9942
2020-08-06,35655.3717
2020-08-07,36015.9603
2020-08-10,36220.7857
2020-08-11,36255.3372
2020-08-12,35950.725
2020-08-13,36322.8497
2020-08-14,36201.8017
2020-08-17,36151.9849
